id,kind,label,organism
M4-FUNG-0232:S004,SOURCE,T. hypoxylon metabolite isolation: harzianum B ~50 mg from 1-L culture after 14 ,
M4-FUNG-0233:S001,SOURCE,Current MIBiG BGC0001616.3; LC331673.1:1-14029; active/SQ_A; completeness unknow,
M4-FUNG-0233:S002,SOURCE,BGC Atlas source M4-FUNG-0233; Aspergillus japonicus TaxID 34381,
M4-FUNG-0233:S003,SOURCE,Hashimoto et al. 2018; DOI 10.1002/cbic.201700584; PMID 29314577,
M4-FUNG-0233:S004,SOURCE,Tsukamoto et al. 2005; DOI 10.1016/j.bmcl.2004.10.012; PMID 15582438,
M4-FUNG-0234:S001,SOURCE,"Current MIBiG BGC0001617.3; NW_006763134.1:911832-958327; 46,496 bp; completenes",
M4-FUNG-0234:S002,SOURCE,BGC Atlas source M4-FUNG-0234; S. hirsutum FP-91666 SS1 TaxID 721885,
M4-FUNG-0234:S003,SOURCE,Flynn et al. 2018; DOI 10.1128/AEM.00036-18; PMID 29625976,
M4-FUNG-0235:S001,SOURCE,Current MIBiG BGC0001621.4; NW_002477244.1:9095-55391; active/SQ_A; completeness,
M4-FUNG-0235:S002,SOURCE,BGC Atlas source M4-FUNG-0235; A. flavus NRRL3357 TaxID 332952; source interval ,
M4-FUNG-0235:S003,SOURCE,Bacterial-fungal interaction and imizoquin pathway study; PMID 29182847,
M4-FUNG-0236:S001,SOURCE,Current MIBiG BGC0001624.3; KU963195.1:1-43773; active/SQ_A; completeness unknow,
M4-FUNG-0236:S002,SOURCE,BGC Atlas source M4-FUNG-0236; Pestalotiopsis fici TaxID 393283,
M4-FUNG-0236:S003,SOURCE,Pan et al. 2018; DOI 10.1021/acschembio.7b01059; PMID 29384350,
M4-FUNG-0236:S004,SOURCE,CsdA/RsdA regulation and iac-gene requirements; PMID 37963872,
M4-FUNG-0236:S005,SOURCE,PfZipA oxidative-stress regulation; PMID 25847004,
M4-FUNG-0236:S006,SOURCE,Chloropupukeananin and proposed precursors iso-A82775C/pestheic acid; DOI 10.102,
M4-FUNG-0237:S001,SOURCE,Current MIBiG BGC0001626.3; KL659535.1:5661-49000; active/SQ_A; completeness unk,
M4-FUNG-0237:S002,SOURCE,BGC Atlas source M4-FUNG-0237; S. chlorohalonata IBT40285 TaxID 1283841; source ,
M4-FUNG-0237:S003,SOURCE,Yin et al. 2017; DOI 10.3390/md15070214; PMID 28678182; S. longispora FG216,
M4-FUNG-0238:S001,SOURCE,nan,
M4-FUNG-0238:S002,SOURCE,nan,
M4-FUNG-0238:S003,SOURCE,nan,
M4-FUNG-0239:S001,SOURCE,nan,
M4-FUNG-0239:S003,SOURCE,nan,
M4-FUNG-0240:S001,SOURCE,nan,
M4-FUNG-0240:S002,SOURCE,nan,
M4-FUNG-0240:S003,SOURCE,nan,
M4-FUNG-0241:S001,SOURCE,nan,
M4-FUNG-0241:S002,SOURCE,nan,
M4-FUNG-0241:S003,SOURCE,nan,
M4-FUNG-0241:S004,SOURCE,nan,
M4-FUNG-0242:S001,SOURCE,nan,
M4-FUNG-0242:S002,SOURCE,nan,
M4-FUNG-0242:S003,SOURCE,nan,
M4-FUNG-0242:S004,SOURCE,nan,
M4-FUNG-0243:S001,SOURCE,nan,
M4-FUNG-0243:S002,SOURCE,nan,
M4-FUNG-0243:S003,SOURCE,nan,
M4-FUNG-0244:S001,SOURCE,nan,
M4-FUNG-0244:S004,SOURCE,nan,
M4-FUNG-0244:S002,SOURCE,nan,
M4-FUNG-0244:S003,SOURCE,nan,
M4-FUNG-0245:S001,SOURCE,nan,
M4-FUNG-0245:S004,SOURCE,nan,
M4-FUNG-0245:S002,SOURCE,nan,
M4-FUNG-0245:S003,SOURCE,nan,
M4-FUNG-0246:S001,SOURCE,nan,
M4-FUNG-0246:S002,SOURCE,nan,
M4-FUNG-0246:S003,SOURCE,nan,
M4-FUNG-0247:S001,SOURCE,nan,
M4-FUNG-0247:S002,SOURCE,nan,
M4-FUNG-0247:S003,SOURCE,nan,
M4-FUNG-0247:S004,SOURCE,nan,
M4-FUNG-0248:S001,SOURCE,nan,
M4-FUNG-0248:S002,SOURCE,nan,
M4-FUNG-0248:S004,SOURCE,nan,
M4-FUNG-0248:S003,SOURCE,nan,
M4-FUNG-0249:S001,SOURCE,nan,
M4-FUNG-0249:S002,SOURCE,nan,
M4-FUNG-0249:S003,SOURCE,nan,
M4-FUNG-0249:S004,SOURCE,nan,
M4-FUNG-0250:S001,SOURCE,nan,
M4-FUNG-0250:S002,SOURCE,nan,
M4-FUNG-0250:S003,SOURCE,nan,
M4-FUNG-0251:S001,SOURCE,nan,
M4-FUNG-0251:S002,SOURCE,nan,
M4-FUNG-0251:S003,SOURCE,nan,
M4-FUNG-0252:S001,SOURCE,nan,
M4-FUNG-0252:S002,SOURCE,nan,
M4-FUNG-0252:S003,SOURCE,nan,
M4-FUNG-0252:S004,SOURCE,nan,
M4-FUNG-0253:S001,SOURCE,nan,
M4-FUNG-0253:S002,SOURCE,nan,
M4-FUNG-0253:S003,SOURCE,nan,
M4-FUNG-0254:S001,SOURCE,nan,
M4-FUNG-0254:S002,SOURCE,nan,
M4-FUNG-0254:S003,SOURCE,nan,
M4-FUNG-0255:S001,SOURCE,nan,
M4-FUNG-0255:S002,SOURCE,nan,
M4-FUNG-0255:S003,SOURCE,nan,
M4-FUNG-0256:S001,SOURCE,nan,
M4-FUNG-0256:S002,SOURCE,nan,
M4-FUNG-0256:S003,SOURCE,nan,
M4-FUNG-0257:S001,SOURCE,nan,
M4-FUNG-0257:S002,SOURCE,nan,
M4-FUNG-0257:S003,SOURCE,nan,
M4-FUNG-0258:S001,SOURCE,nan,
M4-FUNG-0258:S002,SOURCE,nan,
M4-FUNG-0258:S003,SOURCE,nan,
M4-FUNG-0258:S004,SOURCE,nan,
M4-FUNG-0259:S001,SOURCE,nan,
M4-FUNG-0259:S002,SOURCE,nan,
M4-FUNG-0259:S003,SOURCE,nan,
M4-FUNG-0260:S001,SOURCE,nan,
M4-FUNG-0260:S002,SOURCE,nan,
M4-FUNG-0260:S003,SOURCE,nan,
M4-FUNG-0262:S001,SOURCE,nan,
M4-FUNG-0262:S004,SOURCE,nan,
M4-FUNG-0262:S002,SOURCE,nan,
M4-FUNG-0262:S003,SOURCE,nan,
M4-FUNG-0263:S001,SOURCE,nan,
M4-FUNG-0263:S004,SOURCE,nan,
M4-FUNG-0263:S002,SOURCE,nan,
M4-FUNG-0264:S001,SOURCE,nan,
M4-FUNG-0264:S004,SOURCE,nan,
M4-FUNG-0264:S002,SOURCE,nan,
M4-FUNG-0264:S003,SOURCE,nan,
M4-FUNG-0265:S001,SOURCE,nan,
M4-FUNG-0265:S004,SOURCE,nan,
M4-FUNG-0265:S002,SOURCE,nan,
M4-FUNG-0265:S003,SOURCE,nan,
M4-FUNG-0266:S001,SOURCE,nan,
M4-FUNG-0266:S002,SOURCE,nan,
M4-FUNG-0266:S004,SOURCE,nan,
M4-FUNG-0267:S001,SOURCE,nan,
M4-FUNG-0267:S004,SOURCE,nan,
M4-FUNG-0267:S002,SOURCE,nan,
M4-FUNG-0268:S001,SOURCE,nan,
M4-FUNG-0268:S002,SOURCE,nan,
M4-FUNG-0268:S004,SOURCE,nan,
M4-FUNG-0269:S001,SOURCE,nan,
M4-FUNG-0269:S004,SOURCE,nan,
M4-FUNG-0269:S002,SOURCE,nan,
M4-FUNG-0269:S003,SOURCE,nan,
M4-FUNG-0270:S001,SOURCE,nan,
M4-FUNG-0270:S002,SOURCE,nan,
M4-FUNG-0270:S004,SOURCE,nan,
M4-FUNG-0270:S003,SOURCE,nan,
M4-FUNG-0271:S001,SOURCE,nan,
M4-FUNG-0271:S002,SOURCE,nan,
M4-FUNG-0271:S004,SOURCE,nan,
M4-FUNG-0272:S001,SOURCE,nan,
M4-FUNG-0272:S002,SOURCE,nan,
M4-FUNG-0272:S004,SOURCE,nan,
M4-FUNG-0273:S001,SOURCE,MIBiG BGC0001865 current record,
M4-FUNG-0273:S002,SOURCE,"Chooi et al., Environ Microbiol 2017; PMID 28251756; DOI 10.1111/1462-2920.13711",
M4-FUNG-0273:S003,SOURCE,"Hu et al., Chem Sci 2019; PMID 30809363; DOI 10.1039/C8SC02870B",
M4-FUNG-0274:S001,SOURCE,MIBiG BGC0001866 current record,
M4-FUNG-0274:S002,SOURCE,"Urquhart et al., 2019; PMID 31304040",
M4-FUNG-0274:S003,SOURCE,"Fungal dirigent protein study, JACS 2019; PMID 31045362",
M4-FUNG-0275:S001,SOURCE,MIBiG BGC0001874 current record,
M4-FUNG-0275:S002,SOURCE,"A. flavus CPA mini-cluster disruption study, 2009; PMID 19038354",
M4-FUNG-0275:S003,SOURCE,Functional expression of CpaA in A. oryzae; PMID 22285533,
M4-FUNG-0276:S001,SOURCE,MIBiG BGC0001881 current record,
M4-FUNG-0276:S002,SOURCE,"Wang et al., Org Lett 2019; PMID 31099577; DOI 10.1021/acs.orglett.9b01344",
M4-FUNG-0276:S003,SOURCE,Follow-up pyrichalasin pathway study; PMID 31644300,
M4-FUNG-0276:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0277:S001,SOURCE,MIBiG BGC0001882 current record,
M4-FUNG-0277:S002,SOURCE,"Chrysoxanthones A-C from sponge-associated P. chrysogenum HLS111, Mar Drugs 2018",
M4-FUNG-0278:S001,SOURCE,MIBiG BGC0001886 current record,
M4-FUNG-0278:S002,SOURCE,Identification and characterization of the ergochrome gene cluster in C. purpure,
M4-FUNG-0278:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0279:S001,SOURCE,MIBiG BGC0001888 current record,
M4-FUNG-0279:S002,SOURCE,U. maydis MEL biosynthesis gene-cluster study; PMID 16885300,
M4-FUNG-0279:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0280:S001,SOURCE,MIBiG BGC0001893 retired record,
M4-FUNG-0280:S002,SOURCE,BcAba5/BcStc5 sesquiterpene-cyclase study; PMID 29708647; DOI 10.1111/1462-2920.,
M4-FUNG-0280:S003,SOURCE,"B. cinerea ABA cluster study, Appl Environ Microbiol 2004; DOI 10.1128/AEM.70.7.",
M4-FUNG-0281:S001,SOURCE,MIBiG BGC0001899 current record,
M4-FUNG-0281:S002,SOURCE,"Darma et al., Fungal Genet Biol 2019; PMID 31034868; DOI 10.1016/j.fgb.2019.04.0",
M4-FUNG-0281:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0282:S001,SOURCE,MIBiG BGC0001901 retired record,
M4-FUNG-0282:S002,SOURCE,MIBiG BGC0001854 active complete successor,
M4-FUNG-0282:S003,SOURCE,Tricholignan A primary study; PMID 30842286,
M4-FUNG-0283:S001,SOURCE,MIBiG BGC0001906 current record,
M4-FUNG-0283:S002,SOURCE,"Zhou et al., Chem Sci 2019; PMID 30746075; DOI 10.1039/C8SC03697G",
M4-FUNG-0283:S003,SOURCE,MIBiG/primary-study context,
M4-FUNG-0284:S001,SOURCE,MIBiG BGC0001907 current record,
M4-FUNG-0284:S002,SOURCE,"Zhou et al., Chem Sci 2019; PMID 30746075; DOI 10.1039/C8SC03697G",
M4-FUNG-0285:S001,SOURCE,MIBiG BGC0001909 current record,
M4-FUNG-0285:S002,SOURCE,"Nofiani et al., Nat Commun 2018; PMID 30258052; DOI 10.1038/s41467-018-06202-4",
M4-FUNG-0286:S001,SOURCE,MIBiG BGC0001913 current record,
M4-FUNG-0286:S002,SOURCE,"Fujii et al., Org Lett 2015; PMID 26558485; DOI 10.1021/acs.orglett.5b02934",
M4-FUNG-0287:S001,SOURCE,MIBiG BGC0001915 retired record,
M4-FUNG-0287:S002,SOURCE,Betaestacin biosynthesis study; PMID 29185768,
M4-FUNG-0287:S003,SOURCE,MIBiG BGC0001528 active successor,
M4-FUNG-0288:S001,SOURCE,MIBiG BGC0001923 current record,
M4-FUNG-0288:S002,SOURCE,"Araki et al., PNAS 2019; PMID 30952781; DOI 10.1073/pnas.1819254116",
M4-FUNG-0288:S003,SOURCE,MIBiG BGC0001924 companion record,
M4-FUNG-0289:S001,SOURCE,MIBiG BGC0001924 current record,
M4-FUNG-0289:S002,SOURCE,"Araki et al., PNAS 2019; PMID 30952781; DOI 10.1073/pnas.1819254116",
M4-FUNG-0289:S003,SOURCE,MIBiG BGC0001923 companion record,
M4-FUNG-0290:S001,SOURCE,MIBiG BGC0001926 current record,
M4-FUNG-0290:S002,SOURCE,"Bai et al., Org Lett 2018; DOI 10.1021/acs.orglett.8b03268",
M4-FUNG-0290:S003,SOURCE,Current antiSMASH generated region,
M4-FUNG-0291:S001,SOURCE,MIBiG BGC0001936 retired record,
M4-FUNG-0291:S002,SOURCE,"Van de Bittner et al., JACS 2018; PMID 29283570; DOI 10.1021/jacs.7b10909",
M4-FUNG-0291:S003,SOURCE,MIBiG BGC0001706 plus Richardson et al. 2022 follow-up,
M4-FUNG-0292:S001,SOURCE,MIBiG BGC0001954 current record,
M4-FUNG-0292:S002,SOURCE,"Hai & Tang, JACS 2018; PMID 29343058; DOI 10.1021/jacs.7b13350",
M4-FUNG-0292:S003,SOURCE,Current MIBiG/UniProt pathway context,
M4-FUNG-0293:S001,SOURCE,MIBiG BGC0001966 current record,
M4-FUNG-0293:S002,SOURCE,"Sinha et al., BMC Genomics 2019; DOI 10.1186/s12864-019-5762-6; PMID 31088369",
M4-FUNG-0294:S001,SOURCE,MIBiG BGC0001969 current record,
M4-FUNG-0294:S002,SOURCE,"Huang et al., Org Biomol Chem 2019; DOI 10.1039/C8OB02832J; PMID 30548032",
M4-FUNG-0295:S001,SOURCE,MIBiG BGC0001976 current record,
M4-FUNG-0295:S002,SOURCE,"Zhai et al., Fungal Genet Biol 2019; DOI 10.1016/j.fgb.2019.04.004; PMID 3098090",
M4-FUNG-0295:S003,SOURCE,"Chen et al., JACS 2019; DOI 10.1021/jacs.9b06592; PMID 31461283",
M4-FUNG-0295:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0296:S001,SOURCE,MIBiG BGC0001977 retired record,
M4-FUNG-0296:S002,SOURCE,MIBiG BGC0001976 active eupenifeldin record + Zhai et al. 2019,
M4-FUNG-0297:S001,SOURCE,MIBiG BGC0001978 retired record,
M4-FUNG-0297:S002,SOURCE,MIBiG BGC0001857 active complete record; burnettramic study DOI 10.1021/acs.orgl,
M4-FUNG-0298:S001,SOURCE,MIBiG BGC0001982 retired record,
M4-FUNG-0298:S002,SOURCE,"MIBiG BGC0001881 active complete record; Wang et al., Org Lett 2019; PMID 310995",
M4-FUNG-0299:S001,SOURCE,MIBiG BGC0001988 current record,
M4-FUNG-0299:S002,SOURCE,"Matsuda et al., Org Lett 2018; DOI 10.1021/acs.orglett.8b03123; PMID 30394754",
M4-FUNG-0300:S001,SOURCE,MIBiG BGC0001989 current record,
M4-FUNG-0300:S002,SOURCE,"Krause et al., PNAS 2018; PMID 30297402",
M4-FUNG-0300:S003,SOURCE,"Maciá Valero et al., FEMS Yeast Res 2025; PMID 40719541",
M4-FUNG-0301:S001,SOURCE,MIBiG BGC0001995 current record,
M4-FUNG-0301:S002,SOURCE,"Shinohara et al., Biosci Biotechnol Biochem 2019; DOI 10.1080/09168451.2018.1549",
M4-FUNG-0302:S001,SOURCE,MIBiG BGC0001996 current record,
M4-FUNG-0302:S002,SOURCE,"Wasil et al., J Fungi 2018; PMID 30104550",
M4-FUNG-0303:S001,SOURCE,MIBiG BGC0001998 current record,
M4-FUNG-0303:S002,SOURCE,"Lin et al., ChemBioChem 2019; PMID 30302871",
M4-FUNG-0304:S001,SOURCE,MIBiG BGC0002030 retired record and BGC0001866 changelog,
M4-FUNG-0304:S002,SOURCE,MIBiG BGC0001866 active complete successor,
M4-FUNG-0304:S003,SOURCE,"Urquhart et al., 2019; PMID 31304040",
M4-FUNG-0305:S001,SOURCE,MIBiG BGC0002035 current record,
M4-FUNG-0305:S002,SOURCE,"Lin et al., Molecules 2019; PMID 31216742; DOI 10.3390/molecules24122267",
M4-FUNG-0306:S001,SOURCE,MIBiG BGC0002062 current record,
M4-FUNG-0306:S002,SOURCE,"Szwalbe et al., Chem Sci 2019; PMID 30746079; DOI 10.1039/C8SC03778G",
M4-FUNG-0307:S001,SOURCE,MIBiG BGC0002063 current record,
M4-FUNG-0307:S002,SOURCE,"Greco et al., Chem Sci 2019; PMID 30996871; DOI 10.1039/C8SC05126G",
M4-FUNG-0307:S003,SOURCE,"Saleem et al., Phytochemistry 2013; PMID 23642454",
M4-FUNG-0308:S001,SOURCE,MIBiG BGC0002065 retired record,
M4-FUNG-0308:S002,SOURCE,MIBiG BGC0001909 active record; strobilurin study PMID 30258052,
M4-FUNG-0309:S001,SOURCE,MIBiG BGC0002066 current record,
M4-FUNG-0309:S002,SOURCE,"Bat-Erdene et al., JACS 2020; PMID 32365298; DOI 10.1021/jacs.0c03438",
M4-FUNG-0310:S001,SOURCE,MIBiG BGC0002067 current record,
M4-FUNG-0310:S002,SOURCE,"Bat-Erdene et al., JACS 2020; DOI 10.1021/jacs.0c03438; PMID 32365298",
M4-FUNG-0310:S003,SOURCE,"Miyadera et al., PNAS 2003; DOI 10.1073/pnas.0237315100",
M4-FUNG-0311:S001,SOURCE,MIBiG BGC0002093 current record,
M4-FUNG-0311:S002,SOURCE,"Zhang et al., JACS 2019; PMID 30905148; DOI 10.1021/jacs.9b02204",
M4-FUNG-0311:S003,SOURCE,"Lin et al., Molecules 2019; PMID 31216742",
M4-FUNG-0312:S001,SOURCE,MIBiG BGC0002113 retired partial record,
M4-FUNG-0312:S002,SOURCE,"Li et al., J Chromatogr A 2020; PMID 33166889; DOI 10.1016/j.chroma.2020.461626",
M4-FUNG-0312:S003,SOURCE,MIBiG BGC0000313 active Beauveria bassiana beauvericin locus; Xu et al. 2008 PMI,
M4-FUNG-0313:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0313:S001,SOURCE,MIBiG BGC0002139 current record,
M4-FUNG-0313:S002,SOURCE,"Roux et al., Org Biomol Chem 2021; PMID 34714309",
M4-FUNG-0313:S003,SOURCE,2024 burnettiene antimalarial follow-up; PMID 38982331,
M4-FUNG-0314:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0314:S001,SOURCE,MIBiG BGC0002146 current record,
M4-FUNG-0314:S002,SOURCE,"Zhang et al., J Am Chem Soc 2021; PMID 33372776",
M4-FUNG-0314:S003,SOURCE,"Sakamoto et al., J Antibiot 1996; PMID 8609083",
M4-FUNG-0315:S003,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0315:S001,SOURCE,MIBiG BGC0002149 current record,
M4-FUNG-0315:S002,SOURCE,"McLellan et al., Org Lett 2022; PMID 35315670",
M4-FUNG-0316:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0316:S001,SOURCE,MIBiG BGC0002154 current record,
M4-FUNG-0316:S002,SOURCE,"Zhu et al., Microbiol Res 2021; PMID 33189072",
M4-FUNG-0317:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0317:S001,SOURCE,MIBiG BGC0002155 current record,
M4-FUNG-0317:S002,SOURCE,"Motoyama et al., ChemBioChem 2019; PMID 30443971",
M4-FUNG-0317:S003,SOURCE,"Motoyama/Osada reviews 2020-2021; PMIDs 33218033, 34379774",
M4-FUNG-0318:S003,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0318:S001,SOURCE,MIBiG BGC0002156 current retired record,
M4-FUNG-0318:S002,SOURCE,"Griffiths et al., PLoS One 2018; PMID 30596695",
M4-FUNG-0319:S003,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0319:S001,SOURCE,MIBiG BGC0002157 current record,
M4-FUNG-0319:S002,SOURCE,"Saruwatari et al., ChemBioChem 2014; PMID 24677498",
M4-FUNG-0320:S005,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0320:S001,SOURCE,MIBiG BGC0002158 current record,
M4-FUNG-0320:S002,SOURCE,"Yun et al., Nat Commun 2015; PMID 26503170",
M4-FUNG-0320:S003,SOURCE,"Yun et al., ACS Chem Biol 2017; PMID 28820236; Kashiwa et al. 2021 PMID 34755835",
M4-FUNG-0320:S004,SOURCE,"Yun et al., J Biol Chem 2020; PMID 32565425",
M4-FUNG-0321:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0321:S001,SOURCE,MIBiG BGC0002159 current retired record,
M4-FUNG-0321:S002,SOURCE,Bacteria-induced lagopodin study; PMID 31087720,
M4-FUNG-0321:S003,SOURCE,Lagopodin oxidation study; PMID 30556075; EBA productivity follow-up 2020,
M4-FUNG-0322:S004,SOURCE,Fungal BGC Atlas canonical source row,
M4-FUNG-0322:S001,SOURCE,MIBiG BGC0002161 current record,
M4-FUNG-0322:S002,SOURCE,"Zhang et al., Mol Microbiol 2017; PMID 28517364",
M4-FUNG-0322:S003,SOURCE,"Zhang et al., Mol Microbiol 2019; PMID 31116900",
M4-FUNG-0323:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0323,
M4-FUNG-0323:S001,SOURCE,MIBiG BGC0002162.3,
M4-FUNG-0323:S002,SOURCE,"Ye et al., Genome Mining for Sesterterpenes Using Bifunctional Terpene Synthases",
M4-FUNG-0323:S005,SOURCE,NCBI Taxonomy taxon 331117,
M4-FUNG-0324:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0324,
M4-FUNG-0324:S001,SOURCE,MIBiG BGC0002163.3,
M4-FUNG-0324:S002,SOURCE,"Sørensen et al., The cereal pathogen Fusarium pseudograminearum produces a new c",
M4-FUNG-0324:S005,SOURCE,NCBI Taxonomy taxon 1028729,
M4-FUNG-0324:S003,SOURCE,Regulation of a novel Fusarium cytokinin in Fusarium pseudograminearum; DOI 10.1,
M4-FUNG-0324:S006,SOURCE,"Nielsen et al., Heterologous expression of intact biosynthetic gene clusters in ",
M4-FUNG-0325:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0325,
M4-FUNG-0325:S001,SOURCE,MIBiG BGC0002164.2,
M4-FUNG-0325:S002,SOURCE,"Tanaka et al., A symbiosis expressed non-ribosomal peptide synthetase from a mut",
M4-FUNG-0325:S005,SOURCE,NCBI Taxonomy taxon 35717,
M4-FUNG-0326:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0326,
M4-FUNG-0326:S001,SOURCE,MIBiG BGC0002165.3,
M4-FUNG-0326:S002,SOURCE,"Li et al., Biosynthesis of a Tricyclo[6.2.2.0²,⁷]dodecane System by a Berberine ",
M4-FUNG-0326:S005,SOURCE,NCBI Taxonomy taxon 321614,
M4-FUNG-0327:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0327,
M4-FUNG-0327:S001,SOURCE,MIBiG BGC0002167.2,
M4-FUNG-0327:S002,SOURCE,"Forseth et al., Homologous NRPS-like gene clusters mediate redundant small-molec",
M4-FUNG-0327:S005,SOURCE,NCBI Taxonomy taxon 332952,
M4-FUNG-0328:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0328,
M4-FUNG-0328:S001,SOURCE,MIBiG BGC0002168.3,
M4-FUNG-0328:S002,SOURCE,"Tao et al., One Polyketide Synthase, Two Distinct Products: Trans-Acting Enzyme-",
M4-FUNG-0328:S005,SOURCE,NCBI Taxonomy taxon 1549217,
M4-FUNG-0328:S003,SOURCE,Earlier decumbenone/calbistrin cluster discovery literature; comparative context,
M4-FUNG-0329:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0329,
M4-FUNG-0329:S001,SOURCE,MIBiG BGC0002169.3,
M4-FUNG-0329:S002,SOURCE,"Wolff et al., Acurin A, a novel hybrid compound, biosynthesized by individually ",
M4-FUNG-0329:S005,SOURCE,NCBI Taxonomy taxon 690307,
M4-FUNG-0330:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0330,
M4-FUNG-0330:S001,SOURCE,MIBiG BGC0002170.2,
M4-FUNG-0330:S002,SOURCE,"Hashimoto et al., Functional expression of a highly-reducing polyketide synthase",
M4-FUNG-0330:S005,SOURCE,NCBI Taxonomy taxon 1549217,
M4-FUNG-0331:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0331,
M4-FUNG-0331:S001,SOURCE,MIBiG BGC0002171.2,
M4-FUNG-0331:S002,SOURCE,"Hai et al., Biosynthesis of Amino Acid Derived α-Pyrones by an NRPS-NRPKS Hybrid",
M4-FUNG-0331:S005,SOURCE,NCBI Taxonomy taxon 380704,
M4-FUNG-0331:S003,SOURCE,Historical pyrophen/campyrone bioactivity/isolation papers; contextual only,
M4-FUNG-0332:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0332,
M4-FUNG-0332:S001,SOURCE,MIBiG BGC0002172.3,
M4-FUNG-0332:S002,SOURCE,"Jia et al., A linear nonribosomal octapeptide from Fusarium graminearum facilita",
M4-FUNG-0332:S005,SOURCE,NCBI Taxonomy taxon 229533,
M4-FUNG-0332:S003,SOURCE,"Westphal et al., Toxins; fusaoctaxin/fusatrixin/fusapentaxin biosynthetic contex",
M4-FUNG-0333:S004,SOURCE,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas canonical row M4-FUNG-0333,
M4-FUNG-0333:S001,SOURCE,MIBiG BGC0002173.2,
M4-FUNG-0333:S002,SOURCE,Characterization and Biosynthesis of a Rare Fungal Hopane-Type Triterpenoid Glyc,
M4-FUNG-0333:S005,SOURCE,NCBI Taxonomy taxon 451804,
M4-FUNG-0333:S003,SOURCE,Aspergillus pathway-specific transcription-factor review and fungal terpene engi,
M4-FUNG-0333:S006,SOURCE,"Natural Products Atlas NPA026768, fumihopaside A",
M4-FUNG-0334:S001,SOURCE,nan,
M4-FUNG-0334:S004,SOURCE,nan,
M4-FUNG-0334:S002,SOURCE,nan,
M4-FUNG-0335:S001,SOURCE,nan,
M4-FUNG-0335:S004,SOURCE,nan,
M4-FUNG-0335:S002,SOURCE,nan,
M4-FUNG-0336:S001,SOURCE,nan,
M4-FUNG-0336:S004,SOURCE,nan,
M4-FUNG-0336:S002,SOURCE,nan,
M4-FUNG-0336:S003,SOURCE,nan,
M4-FUNG-0337:S001,SOURCE,nan,
M4-FUNG-0337:S004,SOURCE,nan,
M4-FUNG-0337:S002,SOURCE,nan,
M4-FUNG-0337:S003,SOURCE,nan,
M4-FUNG-0338:S001,SOURCE,nan,
M4-FUNG-0338:S004,SOURCE,nan,
M4-FUNG-0338:S002,SOURCE,nan,
M4-FUNG-0339:S001,SOURCE,nan,
M4-FUNG-0339:S004,SOURCE,nan,
M4-FUNG-0339:S002,SOURCE,nan,
M4-FUNG-0339:S003,SOURCE,nan,
M4-FUNG-0340:S001,SOURCE,nan,
M4-FUNG-0340:S004,SOURCE,nan,
M4-FUNG-0340:S002,SOURCE,nan,
M4-FUNG-0340:S003,SOURCE,nan,
M4-FUNG-0341:S001,SOURCE,nan,
M4-FUNG-0341:S004,SOURCE,nan,
M4-FUNG-0341:S002,SOURCE,nan,
M4-FUNG-0341:S003,SOURCE,nan,
M4-FUNG-0342:S001,SOURCE,nan,
M4-FUNG-0342:S004,SOURCE,nan,
M4-FUNG-0342:S002,SOURCE,nan,
M4-FUNG-0342:S003,SOURCE,nan,
M4-FUNG-0343:S001,SOURCE,nan,
M4-FUNG-0343:S004,SOURCE,nan,
M4-FUNG-0343:S002,SOURCE,nan,
