source,target,relation
M4-FUNG-0008:G004,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G004,M4-FUNG-0008:S003,evidenced_by
M4-FUNG-0008:G005,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G005,M4-FUNG-0008:S003,evidenced_by
M4-FUNG-0008:G006,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G007,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G008,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G009,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G010,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G011,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G012,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G013,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G014,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G015,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G016,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G017,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G018,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G019,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G020,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G021,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G022,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0008:G023,M4-FUNG-0008:S001,evidenced_by
M4-FUNG-0009:G001,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G001,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G002,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G002,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G003,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G003,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G004,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G004,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G005,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G006,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G006,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G007,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G007,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G008,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G008,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G009,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G009,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G010,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G010,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G011,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G011,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G012,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G012,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G013,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G013,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G014,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G014,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G015,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G015,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G016,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G016,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G017,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G017,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G018,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G018,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G019,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G019,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G020,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G020,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G021,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G022,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G022,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G023,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G023,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G024,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G024,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G025,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G025,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G026,M4-FUNG-0009:S001,evidenced_by
M4-FUNG-0009:G026,M4-FUNG-0009:S004,evidenced_by
M4-FUNG-0009:G027,M4-FUNG-0009:S006,evidenced_by
M4-FUNG-0010:G001,M4-FUNG-0010:S001,evidenced_by
M4-FUNG-0010:G001,M4-FUNG-0010:S003,evidenced_by
M4-FUNG-0010:G002,M4-FUNG-0010:S001,evidenced_by
M4-FUNG-0010:G002,M4-FUNG-0010:S003,evidenced_by
M4-FUNG-0010:G002,M4-FUNG-0010:S008,evidenced_by
M4-FUNG-0010:G003,M4-FUNG-0010:S001,evidenced_by
M4-FUNG-0010:G003,M4-FUNG-0010:S003,evidenced_by
M4-FUNG-0010:G003,M4-FUNG-0010:S008,evidenced_by
M4-FUNG-0010:G004,M4-FUNG-0010:S001,evidenced_by
M4-FUNG-0010:G004,M4-FUNG-0010:S003,evidenced_by
M4-FUNG-0010:G005,M4-FUNG-0010:S001,evidenced_by
M4-FUNG-0010:G005,M4-FUNG-0010:S003,evidenced_by
M4-FUNG-0010:G005,M4-FUNG-0010:S005,evidenced_by
M4-FUNG-0011:G001,M4-FUNG-0011:S001,evidenced_by
M4-FUNG-0011:G001,M4-FUNG-0011:S003,evidenced_by
M4-FUNG-0011:G002,M4-FUNG-0011:S001,evidenced_by
M4-FUNG-0011:G002,M4-FUNG-0011:S003,evidenced_by
M4-FUNG-0012:G001,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G001,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G002,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G002,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G003,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G003,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G003,M4-FUNG-0012:S004,evidenced_by
M4-FUNG-0012:G004,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G004,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G004,M4-FUNG-0012:S004,evidenced_by
M4-FUNG-0012:G005,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G005,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G006,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G006,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G006,M4-FUNG-0012:S007,evidenced_by
M4-FUNG-0012:G007,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G007,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G008,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G008,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G009,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G009,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G010,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G010,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0012:G010,M4-FUNG-0012:S007,evidenced_by
M4-FUNG-0012:G011,M4-FUNG-0012:S001,evidenced_by
M4-FUNG-0012:G011,M4-FUNG-0012:S003,evidenced_by
M4-FUNG-0013:G001,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G001,M4-FUNG-0013:S002,evidenced_by
M4-FUNG-0013:G002,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G002,M4-FUNG-0013:S002,evidenced_by
M4-FUNG-0013:G003,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G003,M4-FUNG-0013:S002,evidenced_by
M4-FUNG-0013:G003,M4-FUNG-0013:S003,evidenced_by
M4-FUNG-0013:G004,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G004,M4-FUNG-0013:S003,evidenced_by
M4-FUNG-0013:G005,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G005,M4-FUNG-0013:S006,evidenced_by
M4-FUNG-0013:G006,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G007,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G007,M4-FUNG-0013:S006,evidenced_by
M4-FUNG-0013:G008,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G009,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G009,M4-FUNG-0013:S005,evidenced_by
M4-FUNG-0013:G010,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G011,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G011,M4-FUNG-0013:S003,evidenced_by
M4-FUNG-0013:G012,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G012,M4-FUNG-0013:S004,evidenced_by
M4-FUNG-0013:G013,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G013,M4-FUNG-0013:S004,evidenced_by
M4-FUNG-0013:G014,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G015,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G016,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G017,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G018,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G019,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G020,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G021,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G021,M4-FUNG-0013:S006,evidenced_by
M4-FUNG-0013:G022,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G022,M4-FUNG-0013:S003,evidenced_by
M4-FUNG-0013:G023,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0013:G024,M4-FUNG-0013:S001,evidenced_by
M4-FUNG-0014:G001,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G002,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G002,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0014:G002,M4-FUNG-0014:S004,evidenced_by
M4-FUNG-0014:G003,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G003,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0014:G003,M4-FUNG-0014:S005,evidenced_by
M4-FUNG-0014:G004,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G004,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0014:G004,M4-FUNG-0014:S005,evidenced_by
M4-FUNG-0014:G005,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G005,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0014:G006,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G006,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0014:G007,M4-FUNG-0014:S001,evidenced_by
M4-FUNG-0014:G007,M4-FUNG-0014:S003,evidenced_by
M4-FUNG-0015:G001,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G001,M4-FUNG-0015:S009,evidenced_by
M4-FUNG-0015:G002,M4-FUNG-0015:S001,evidenced_by
M4-FUNG-0015:G002,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G002,M4-FUNG-0015:S004,evidenced_by
M4-FUNG-0015:G003,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G003,M4-FUNG-0015:S009,evidenced_by
M4-FUNG-0015:G004,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G004,M4-FUNG-0015:S010,evidenced_by
M4-FUNG-0015:G005,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G005,M4-FUNG-0015:S007,evidenced_by
M4-FUNG-0015:G005,M4-FUNG-0015:S009,evidenced_by
M4-FUNG-0015:G006,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G006,M4-FUNG-0015:S009,evidenced_by
M4-FUNG-0015:G007,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0015:G007,M4-FUNG-0015:S008,evidenced_by
M4-FUNG-0015:G008,M4-FUNG-0015:S003,evidenced_by
M4-FUNG-0016:G001,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G001,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G002,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G002,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G003,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G003,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G004,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G004,M4-FUNG-0016:S003,evidenced_by
M4-FUNG-0016:G004,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G005,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G005,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G006,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G006,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G007,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G007,M4-FUNG-0016:S004,evidenced_by
M4-FUNG-0016:G008,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G008,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G009,M4-FUNG-0016:S001,evidenced_by
M4-FUNG-0016:G009,M4-FUNG-0016:S005,evidenced_by
M4-FUNG-0016:G009,M4-FUNG-0016:S006,evidenced_by
M4-FUNG-0017:G001,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G001,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G002,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G002,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G003,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G003,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G004,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G004,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G005,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G005,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G006,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G006,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G007,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G007,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0017:G008,M4-FUNG-0017:S001,evidenced_by
M4-FUNG-0017:G008,M4-FUNG-0017:S003,evidenced_by
M4-FUNG-0018:G001,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G001,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0018:G002,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G002,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0018:G002,M4-FUNG-0018:S006,evidenced_by
M4-FUNG-0018:G003,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G003,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0018:G003,M4-FUNG-0018:S006,evidenced_by
M4-FUNG-0018:G004,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G004,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0018:G004,M4-FUNG-0018:S006,evidenced_by
M4-FUNG-0018:G005,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G005,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0018:G005,M4-FUNG-0018:S006,evidenced_by
M4-FUNG-0018:G006,M4-FUNG-0018:S001,evidenced_by
M4-FUNG-0018:G006,M4-FUNG-0018:S003,evidenced_by
M4-FUNG-0019:G001,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G002,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G003,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G004,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G005,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G006,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G007,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G008,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G009,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G010,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G011,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G011,M4-FUNG-0019:S002,evidenced_by
M4-FUNG-0019:G012,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G012,M4-FUNG-0019:S002,evidenced_by
M4-FUNG-0019:G013,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G013,M4-FUNG-0019:S002,evidenced_by
M4-FUNG-0019:G014,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G014,M4-FUNG-0019:S002,evidenced_by
M4-FUNG-0019:G015,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G015,M4-FUNG-0019:S002,evidenced_by
M4-FUNG-0019:G016,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G017,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G018,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G019,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G020,M4-FUNG-0019:S001,evidenced_by
M4-FUNG-0019:G021,M4-FUNG-0019:S003,evidenced_by
M4-FUNG-0019:G021,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G022,M4-FUNG-0019:S003,evidenced_by
M4-FUNG-0019:G022,M4-FUNG-0019:S011,evidenced_by
M4-FUNG-0019:G023,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G024,M4-FUNG-0019:S007,evidenced_by
M4-FUNG-0019:G024,M4-FUNG-0019:S014,evidenced_by
M4-FUNG-0019:G025,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G026,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G027,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G028,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G028,M4-FUNG-0019:S008,evidenced_by
M4-FUNG-0019:G029,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G029,M4-FUNG-0019:S008,evidenced_by
M4-FUNG-0019:G030,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G031,M4-FUNG-0019:S004,evidenced_by
M4-FUNG-0019:G031,M4-FUNG-0019:S008,evidenced_by
M4-FUNG-0019:G032,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G033,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G034,M4-FUNG-0019:S006,evidenced_by
M4-FUNG-0019:G035,M4-FUNG-0019:S007,evidenced_by
M4-FUNG-0020:G001,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G001,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G002,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G002,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G003,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G003,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G003,M4-FUNG-0020:S004,evidenced_by
M4-FUNG-0020:G003,M4-FUNG-0020:S005,evidenced_by
M4-FUNG-0020:G004,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G004,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G005,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G005,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G006,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G006,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G007,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G007,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G007,M4-FUNG-0020:S007,evidenced_by
M4-FUNG-0020:G008,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G008,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G008,M4-FUNG-0020:S007,evidenced_by
M4-FUNG-0020:G009,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G009,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G009,M4-FUNG-0020:S005,evidenced_by
M4-FUNG-0020:G010,M4-FUNG-0020:S001,evidenced_by
M4-FUNG-0020:G010,M4-FUNG-0020:S003,evidenced_by
M4-FUNG-0020:G011,M4-FUNG-0020:S005,evidenced_by
M4-FUNG-0020:G011,M4-FUNG-0020:S009,evidenced_by
M4-FUNG-0020:G012,M4-FUNG-0020:S006,evidenced_by
M4-FUNG-0020:G012,M4-FUNG-0020:S007,evidenced_by
M4-FUNG-0020:G013,M4-FUNG-0020:S006,evidenced_by
M4-FUNG-0020:G014,M4-FUNG-0020:S007,evidenced_by
M4-FUNG-0020:G015,M4-FUNG-0020:S007,evidenced_by
M4-FUNG-0021:G001,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G001,M4-FUNG-0021:S005,evidenced_by
M4-FUNG-0021:G002,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G002,M4-FUNG-0021:S003,evidenced_by
M4-FUNG-0021:G002,M4-FUNG-0021:S004,evidenced_by
M4-FUNG-0021:G002,M4-FUNG-0021:S006,evidenced_by
M4-FUNG-0021:G003,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G003,M4-FUNG-0021:S006,evidenced_by
M4-FUNG-0021:G003,M4-FUNG-0021:S017,evidenced_by
M4-FUNG-0021:G004,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G004,M4-FUNG-0021:S007,evidenced_by
M4-FUNG-0021:G005,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G005,M4-FUNG-0021:S006,evidenced_by
M4-FUNG-0021:G005,M4-FUNG-0021:S019,evidenced_by
M4-FUNG-0021:G006,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G006,M4-FUNG-0021:S020,evidenced_by
M4-FUNG-0021:G007,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G007,M4-FUNG-0021:S007,evidenced_by
M4-FUNG-0021:G008,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G008,M4-FUNG-0021:S007,evidenced_by
M4-FUNG-0021:G008,M4-FUNG-0021:S008,evidenced_by
M4-FUNG-0021:G009,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G009,M4-FUNG-0021:S012,evidenced_by
M4-FUNG-0021:G009,M4-FUNG-0021:S019,evidenced_by
M4-FUNG-0021:G010,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G010,M4-FUNG-0021:S018,evidenced_by
M4-FUNG-0021:G011,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G011,M4-FUNG-0021:S007,evidenced_by
M4-FUNG-0021:G011,M4-FUNG-0021:S021,evidenced_by
M4-FUNG-0021:G012,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G012,M4-FUNG-0021:S009,evidenced_by
M4-FUNG-0021:G013,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G013,M4-FUNG-0021:S007,evidenced_by
M4-FUNG-0021:G013,M4-FUNG-0021:S009,evidenced_by
M4-FUNG-0021:G014,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G014,M4-FUNG-0021:S008,evidenced_by
M4-FUNG-0021:G015,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G015,M4-FUNG-0021:S008,evidenced_by
M4-FUNG-0021:G016,M4-FUNG-0021:S001,evidenced_by
M4-FUNG-0021:G016,M4-FUNG-0021:S008,evidenced_by
M4-FUNG-0022:G001,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G001,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G002,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G002,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G003,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G003,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G004,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G004,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G005,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G005,M4-FUNG-0022:S003,evidenced_by
M4-FUNG-0022:G005,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G006,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G006,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G007,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G007,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G008,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G008,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G009,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G009,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G010,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G010,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G011,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G011,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G012,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G012,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G013,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G013,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G014,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G014,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G015,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G015,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G016,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G016,M4-FUNG-0022:S004,evidenced_by
M4-FUNG-0022:G017,M4-FUNG-0022:S001,evidenced_by
M4-FUNG-0022:G017,M4-FUNG-0022:S006,evidenced_by
M4-FUNG-0023:G001,M4-FUNG-0023:S001,evidenced_by
M4-FUNG-0023:G001,M4-FUNG-0023:S002,evidenced_by
M4-FUNG-0023:G002,M4-FUNG-0023:S007,evidenced_by
M4-FUNG-0023:G003,M4-FUNG-0023:S003,evidenced_by
M4-FUNG-0023:G003,M4-FUNG-0023:S005,evidenced_by
M4-FUNG-0023:G004,M4-FUNG-0023:S003,evidenced_by
M4-FUNG-0023:G004,M4-FUNG-0023:S005,evidenced_by
M4-FUNG-0023:G005,M4-FUNG-0023:S003,evidenced_by
