assertion_id,dossier_id,section,field,value_raw,missingness_state,source_ids,source_row,feature_policy
M4-FUNG-0456:A67,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,"adametizine A shows weak antimicrobial activity, selective cytotoxicity and mild antiaging activity; these activities are congener-specific and not transferable to all penigainamides",PRESENT,S003,67,context_or_outcome
M4-FUNG-0456:A68,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,native P. steckii YE produces the ETP family during 7–14-day seawater-PDB fermentation,PRESENT,S003,68,context_or_outcome
M4-FUNG-0456:A69,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,no,PRESENT,S003,69,context_or_outcome
M4-FUNG-0456:A70,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,culture medium and mycelial EtOAc extracts were combined for isolation,PRESENT,S003,70,context_or_outcome
M4-FUNG-0456:A71,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,"HRMS, tandem MS, 1D/2D NMR and X-ray crystallography for selected congeners; direct solution-phase interconversion experiments",PRESENT,S003,71,context_or_outcome
M4-FUNG-0456:A72,M4-FUNG-0456,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,NR,NR,,72,candidate_biological_feature
M4-FUNG-0456:A76,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,none required for native production; cluster mining followed metabolite isolation rather than activation engineering,PRESENT,S003,76,context_or_outcome
M4-FUNG-0456:A77,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,vegetative submerged fungal fermentation,PRESENT,S003,77,context_or_outcome
M4-FUNG-0456:A78,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,marine-artificial-seawater PDB fermentation,PRESENT,S003,78,context_or_outcome
M4-FUNG-0456:A79,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,"solvent, pH and storage conditions strongly affect post-isolation ETP interconversion; native biosynthetic trigger NR",PRESENT,S003,79,context_or_outcome
M4-FUNG-0456:A80,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NR,NR,,80,context_or_outcome
M4-FUNG-0456:A81,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,7–14 days native fermentation; some isolated ETPs transform within 30 min in NMR solvents and over days/weeks in solution,PRESENT,S003,81,context_or_outcome
M4-FUNG-0456:A82,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,major observed congener distribution is partly post-biosynthetic because several ETPs interconvert nonenzymatically after formation,PRESENT,S003,82,context_or_outcome
M4-FUNG-0456:A83,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,black-band-disease microbial-community provenance; exact in situ fungal niche unresolved,PRESENT,S003,83,context_or_outcome
M4-FUNG-0456:A84,M4-FUNG-0456,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,"native fungal fermentation, genome sequencing/mining, structural isolation, solution transformation assays and cell/animal bioactivity assays",PRESENT,S003,84,context_or_outcome
M4-FUNG-0456:A89,M4-FUNG-0456,EVIDENCE_SUMMARY,candidate_bgc_credibility,high candidate credibility for shared pen cluster origin; exact pathway remains proposed,PRESENT,S003,89,provenance_only
M4-FUNG-0456:A90,M4-FUNG-0456,EVIDENCE_SUMMARY,coordinated_transcription_evidence,NR for cluster-wide coordinated transcription,PRESENT,S003,90,provenance_only
M4-FUNG-0456:A91,M4-FUNG-0456,EVIDENCE_SUMMARY,biochemical_execution_evidence,low-moderate for direct gene-specific enzymology in defining study; high for direct nonenzymatic congener chemistry,PRESENT,S003,91,provenance_only
M4-FUNG-0456:A92,M4-FUNG-0456,EVIDENCE_SUMMARY,product_formation_evidence,very high for native ETP family production,PRESENT,S003,92,provenance_only
M4-FUNG-0456:A93,M4-FUNG-0456,EVIDENCE_SUMMARY,product_recovery_evidence,very high for isolated compounds and solution transformation products,PRESENT,S003,93,context_or_outcome
M4-FUNG-0456:A94,M4-FUNG-0456,EVIDENCE_SUMMARY,bgc_product_attribution,"moderate-high; cluster homology and family chemistry support common origin, but pathway-specific knockout/reconstruction was not performed",PRESENT,S003,94,provenance_only
M4-FUNG-0456:A95,M4-FUNG-0456,EVIDENCE_SUMMARY,gene_product_attribution,low-moderate; most Pen enzyme roles are proposed from homology to known ETP pathways,PRESENT,S003,95,provenance_only
M4-FUNG-0456:A96,M4-FUNG-0456,EVIDENCE_SUMMARY,complete_pathway_reconstruction,no; primary paper explicitly calls the pathway proposed and states future studies will test it,PRESENT,S003,96,provenance_only
M4-FUNG-0456:A97,M4-FUNG-0456,EVIDENCE_SUMMARY,major_unresolved_question,"which Pen P450s control α/β hydroxylation, oxazine/epoxide formation and how enzymatic synthesis partitions from spontaneous congener interconversion",PRESENT,S003,97,candidate_biological_feature
M4-FUNG-0456:A98,M4-FUNG-0456,EVIDENCE_SUMMARY,major_database_problem,"MIBiG labels the locus evidence as enzymatic assays, whereas the defining paper's direct experiments emphasize native metabolite isolation and nonenzymatic interconversion and explicitly leave gene-level pathway testing for future work",PRESENT,S001; S002; S003,98,provenance_only
M4-FUNG-0456:A99,M4-FUNG-0456,EVIDENCE_SUMMARY,best_use_case_for_atlas,benchmark for separating genuine BGC-level evidence from post-biosynthetic chemical interconversion in unstable fungal ETP families,PRESENT,S003,99,provenance_only
M4-FUNG-0456:A100,M4-FUNG-0456,EVIDENCE_SUMMARY,overall_note,"The pen cluster is biologically plausible and strongly associated with the metabolite family, but the mechanistic certainty belongs to compound isolation/interconversion rather than to the proposed Pen enzyme sequence.",PRESENT,S003,100,provenance_only
M4-FUNG-0457:A7,M4-FUNG-0457,RECORD_CONTROL,schema_version,0.2,PRESENT,,7,administrative_excluded
M4-FUNG-0457:A8,M4-FUNG-0457,RECORD_CONTROL,dossier_id,M4-FUNG-0457,PRESENT,,8,administrative_excluded
M4-FUNG-0457:A9,M4-FUNG-0457,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,,9,administrative_excluded
M4-FUNG-0457:A10,M4-FUNG-0457,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,,10,administrative_excluded
M4-FUNG-0457:A11,M4-FUNG-0457,RECORD_CONTROL,annotation_date,2026-08-17,PRESENT,,11,administrative_excluded
M4-FUNG-0457:A12,M4-FUNG-0457,RECORD_CONTROL,inference,,UNSET,,12,administrative_excluded
M4-FUNG-0457:A13,M4-FUNG-0457,RECORD_CONTROL,last_reviewed_date,2026-08-17,PRESENT,,13,administrative_excluded
M4-FUNG-0457:A17,M4-FUNG-0457,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001; S002,17,candidate_biological_feature
M4-FUNG-0457:A18,M4-FUNG-0457,RECORD_IDENTITY,mibig_accession,BGC0002502,PRESENT,S001; S002,18,candidate_biological_feature
M4-FUNG-0457:A19,M4-FUNG-0457,RECORD_IDENTITY,mibig_version,3,PRESENT,S002,19,candidate_biological_feature
M4-FUNG-0457:A20,M4-FUNG-0457,RECORD_IDENTITY,mibig_record_status,active,PRESENT,S001; S002,20,provenance_only
M4-FUNG-0457:A21,M4-FUNG-0457,RECORD_IDENTITY,source_native_category_value,SQ_A,PRESENT,S001; S002,21,provenance_only
M4-FUNG-0457:A22,M4-FUNG-0457,RECORD_IDENTITY,mibig_completeness,unknown,UNCERTAIN,S001; S002,22,provenance_only
M4-FUNG-0457:A23,M4-FUNG-0457,RECORD_IDENTITY,primary_reference_doi,10.3390/toxins11040200,PRESENT,S003,23,candidate_biological_feature
M4-FUNG-0457:A24,M4-FUNG-0457,RECORD_IDENTITY,primary_reference_year,2019,PRESENT,S003,24,candidate_biological_feature
M4-FUNG-0457:A25,M4-FUNG-0457,RECORD_IDENTITY,primary_reference_source_id,S003,PRESENT,,25,provenance_only
M4-FUNG-0457:A29,M4-FUNG-0457,ORGANISM_AND_CONTEXT,organism_name,Fusarium fujikuroi,PRESENT,S001; S004,29,candidate_biological_feature
M4-FUNG-0457:A30,M4-FUNG-0457,ORGANISM_AND_CONTEXT,strain_primary,Gfc0825009 (G9),PRESENT,S003,30,candidate_biological_feature
M4-FUNG-0457:A31,M4-FUNG-0457,ORGANISM_AND_CONTEXT,other_strains_studied,Gfc0801001 (G1) nonproducer; genetic-cross progeny; complementation transformants; additional Japanese and US F. fujikuroi strains,PRESENT,S003,31,candidate_biological_feature
M4-FUNG-0457:A32,M4-FUNG-0457,ORGANISM_AND_CONTEXT,ncbi_taxon_id,5127,PRESENT,S004,32,candidate_biological_feature
M4-FUNG-0457:A33,M4-FUNG-0457,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S004,33,candidate_biological_feature
M4-FUNG-0457:A34,M4-FUNG-0457,ORGANISM_AND_CONTEXT,class,Sordariomycetes,PRESENT,S004,34,candidate_biological_feature
M4-FUNG-0457:A35,M4-FUNG-0457,ORGANISM_AND_CONTEXT,order,Hypocreales,PRESENT,S004,35,candidate_biological_feature
M4-FUNG-0457:A36,M4-FUNG-0457,ORGANISM_AND_CONTEXT,family,Nectriaceae,PRESENT,S004,36,candidate_biological_feature
M4-FUNG-0457:A37,M4-FUNG-0457,ORGANISM_AND_CONTEXT,genus,Fusarium,PRESENT,S004,37,candidate_biological_feature
M4-FUNG-0457:A38,M4-FUNG-0457,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,rice-bakanae pathogen / crop-associated Fusarium lineage,PRESENT,S003; S005,38,candidate_biological_feature
M4-FUNG-0457:A39,M4-FUNG-0457,ORGANISM_AND_CONTEXT,ecological_lifestyle,phytopathogenic cereal-associated fungus,PRESENT,S003; S005,39,candidate_biological_feature
M4-FUNG-0457:A40,M4-FUNG-0457,ORGANISM_AND_CONTEXT,host_or_environment,"G9 isolated from maize; G1 from rice; other study strains from rice, strawberry and wheat",PRESENT,S003,40,candidate_biological_feature
M4-FUNG-0457:A41,M4-FUNG-0457,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,Japan for G9/G1; some comparison strains from USA,PRESENT,S003,41,candidate_biological_feature
M4-FUNG-0457:A45,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,HQ622717.1,PRESENT,S001; S002; S003,45,candidate_biological_feature
M4-FUNG-0457:A46,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,1,PRESENT,S001; S002,46,candidate_biological_feature
M4-FUNG-0457:A47,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,50387,PRESENT,S001; S002,47,candidate_biological_feature
M4-FUNG-0457:A48,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,50387,PRESENT,S001; S002,48,candidate_biological_feature
M4-FUNG-0457:A49,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,PKS (Unknown),PRESENT,S001; S002,49,candidate_biological_feature
M4-FUNG-0457:A50,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,"16-gene fumonisin polyketide biosynthetic cluster with pathway regulator, PKS and multiple oxidative/esterification genes",PRESENT,S002; S003; S006,50,candidate_biological_feature
M4-FUNG-0457:A51,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,HQ622717.1:1-50387,PRESENT,S001; S002,51,candidate_biological_feature
M4-FUNG-0457:A52,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,"native G9 FUM1–FUM21 cluster; 16 genes; direct G9/G1 linkage and complementation establish cluster causality, while detailed catalytic functions largely derive from homologous Fusarium fumonisin studies",PRESENT,S003; S006,52,candidate_biological_feature
M4-FUNG-0457:A53,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,nuclear genomic locus,PRESENT,S003,53,candidate_biological_feature
M4-FUNG-0457:A54,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,,54,candidate_biological_feature
M4-FUNG-0457:A55,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,NR,NR,,55,candidate_biological_feature
M4-FUNG-0457:A56,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,"partial FUM-cluster deletion has been reported in another F. fujikuroi strain, FGSC8932; not part of G9 canonical locus",PRESENT,S003,56,candidate_biological_feature
M4-FUNG-0457:A57,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,very high for G9 canonical FUM cluster; 50.4-kb interval and 16-gene architecture are explicit,PRESENT,S002; S003,57,provenance_only
M4-FUNG-0457:A58,M4-FUNG-0457,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,very high at cluster level; high for FUM21/FUM7 contribution to G1 nonproduction; gene-by-gene enzyme chemistry requires cross-species provenance,PRESENT,S003; S006,58,provenance_only
M4-FUNG-0457:A62,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,fumonisin B-series mycotoxins,PRESENT,S001; S003,62,candidate_biological_feature
M4-FUNG-0457:A63,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,fumonisin B1,PRESENT,S001; S003,63,candidate_biological_feature
M4-FUNG-0457:A64,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,fumonisin B2; fumonisin B3,PRESENT,S001; S002; S003,64,candidate_biological_feature
M4-FUNG-0457:A65,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,chemical_class,aminopolyol polyketide mycotoxins,PRESENT,S003; S006,65,candidate_biological_feature
M4-FUNG-0457:A66,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,biological_role,mycotoxin production in crop-associated Fusarium; native ecological role in F. fujikuroi is not established by the natural-variation study,PRESENT,S003,66,candidate_biological_feature
M4-FUNG-0457:A67,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,bioactivity_summary,fumonisins are carcinogenic mycotoxins and food/feed hazards; study focuses on production genetics rather than ecological phenotype,PRESENT,S003,67,context_or_outcome
M4-FUNG-0457:A68,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,native_pathway_state,G9 is a fumonisin producer under inducing culture conditions; G1 carries the cluster but does not produce detectable fumonisin because of distributed defects,PRESENT,S003,68,context_or_outcome
M4-FUNG-0457:A69,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,silent_or_cryptic_label_appropriate,no for G9; strain-specific inactive/nonproducing state occurs naturally in G1,PRESENT,S003,69,context_or_outcome
M4-FUNG-0457:A70,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,extracellular_recovery,culture extract/assay matrix; exact extracellular partition NR,PRESENT,S003,70,context_or_outcome
M4-FUNG-0457:A71,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,structure_identification_level,ELISA screening followed by LC-MS/MS quantification of FB1/FB2/FB3 in selected transformants,PRESENT,S003,71,context_or_outcome
M4-FUNG-0457:A72,M4-FUNG-0457,PRODUCT_AND_BIOLOGICAL_ROLE,known_product_identifiers,NR,NR,,72,candidate_biological_feature
M4-FUNG-0457:A76,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,activation_intervention_required,none for G9 native production; complementation restores pathway access in G1 only when multiple defective FUM regions are repaired,PRESENT,S003,76,context_or_outcome
M4-FUNG-0457:A77,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,productive_developmental_state,vegetative fungal culture under fumonisin-production assay conditions,PRESENT,S003,77,context_or_outcome
M4-FUNG-0457:A78,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,physiological_state,G9 producer versus G1 natural nonproducer and transformed G1 derivatives,PRESENT,S003,78,context_or_outcome
M4-FUNG-0457:A79,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,environmental_trigger,fumonisin-production culture conditions induce multiple FUM transcripts in G9; exact environmental trigger beyond assay conditions not resolved,PRESENT,S003,79,context_or_outcome
M4-FUNG-0457:A80,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,ecological_trigger,NR,NR,,80,context_or_outcome
M4-FUNG-0457:A81,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,temporal_window,endpoint production assays after culture; RT-PCR performed in triplicate cultures,PRESENT,S003,81,context_or_outcome
M4-FUNG-0457:A82,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,history_dependence,natural genotype history determines pathway competence: FUM21 regulatory defect plus FUM7-region defect jointly suppress output in G1,PRESENT,S003,82,context_or_outcome
M4-FUNG-0457:A83,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,spatial_context,NR,NR,,83,context_or_outcome
M4-FUNG-0457:A84,M4-FUNG-0457,ACTIVATION_AND_CONTEXT_MODIFIERS,culture_architecture,"genetic crossing/linkage, cluster sequencing, RT-PCR, multi-region complementation, ELISA and LC-MS/MS",PRESENT,S003,84,context_or_outcome
M4-FUNG-0457:A89,M4-FUNG-0457,EVIDENCE_SUMMARY,candidate_bgc_credibility,exceptionally high at cluster level,PRESENT,S003,89,provenance_only
M4-FUNG-0457:A90,M4-FUNG-0457,EVIDENCE_SUMMARY,coordinated_transcription_evidence,high; G9 expresses FUM21/FUM1/FUM6/FUM8/FUM10 while G1 lacks several essential transcripts; FUM21 complementation restores downstream transcription,PRESENT,S003,90,provenance_only
M4-FUNG-0457:A91,M4-FUNG-0457,EVIDENCE_SUMMARY,biochemical_execution_evidence,high for genetic execution at FUM21/FUM7 level; detailed enzyme-step chemistry mostly from homologous Fusarium work,PRESENT,S003; S006,91,provenance_only
M4-FUNG-0457:A92,M4-FUNG-0457,EVIDENCE_SUMMARY,product_formation_evidence,exceptionally high; production segregates with FUM-cluster haplotype and is recovered by defined multi-gene complementation,PRESENT,S003,92,provenance_only
M4-FUNG-0457:A93,M4-FUNG-0457,EVIDENCE_SUMMARY,product_recovery_evidence,very high; ELISA and LC-MS/MS detect restored FB1/FB2/FB3 in complemented strains,PRESENT,S003,93,context_or_outcome
M4-FUNG-0457:A94,M4-FUNG-0457,EVIDENCE_SUMMARY,bgc_product_attribution,exceptionally high at FUM-cluster level,PRESENT,S003,94,provenance_only
M4-FUNG-0457:A95,M4-FUNG-0457,EVIDENCE_SUMMARY,gene_product_attribution,very high for FUM21 regulatory defect and FUM7-region contribution to G1 phenotype; cross-species provenance needed for most catalytic roles,PRESENT,S003; S006,95,provenance_only
M4-FUNG-0457:A96,M4-FUNG-0457,EVIDENCE_SUMMARY,complete_pathway_reconstruction,"native cluster causality is established, but full enzyme-by-enzyme pathway reconstruction was not performed in this study",PRESENT,S003,96,provenance_only
M4-FUNG-0457:A97,M4-FUNG-0457,EVIDENCE_SUMMARY,major_unresolved_question,exact causal lesion(s) in FUM7/promoter region and any additional weak defects that limit full restoration to G9 production levels,PRESENT,S003,97,candidate_biological_feature
M4-FUNG-0457:A98,M4-FUNG-0457,EVIDENCE_SUMMARY,major_database_problem,"current MIBiG title emphasizes fumonisin B3, while canonical product list includes B1/B2/B3; individual enzyme functions may be inferred from homologous Fusarium literature",PRESENT,S001; S002; S006,98,provenance_only
M4-FUNG-0457:A99,M4-FUNG-0457,EVIDENCE_SUMMARY,best_use_case_for_atlas,benchmark for native genetic linkage plus multigene complementation resolving a naturally inactive BGC without confusing homologous enzyme annotations for strain-specific direct evidence,PRESENT,S003,99,provenance_only
M4-FUNG-0457:A100,M4-FUNG-0457,EVIDENCE_SUMMARY,overall_note,"This is strong causal BGC genetics: the natural nonproducer still carries the cluster, and production requires repair of distributed FUM21/FUM7 defects rather than a single switch.",PRESENT,S003,100,provenance_only
M4-FUNG-0458:A7,M4-FUNG-0458,RECORD_CONTROL,schema_version,0.2,PRESENT,,7,administrative_excluded
M4-FUNG-0458:A8,M4-FUNG-0458,RECORD_CONTROL,dossier_id,M4-FUNG-0458,PRESENT,,8,administrative_excluded
M4-FUNG-0458:A9,M4-FUNG-0458,RECORD_CONTROL,sheet_record_status,validated_record,PRESENT,S001; S003,9,administrative_excluded
M4-FUNG-0458:A10,M4-FUNG-0458,RECORD_CONTROL,annotation_status,deep_validated,PRESENT,S001; S003,10,administrative_excluded
M4-FUNG-0458:A11,M4-FUNG-0458,RECORD_CONTROL,annotation_date,2026-08-17,PRESENT,,11,administrative_excluded
M4-FUNG-0458:A12,M4-FUNG-0458,RECORD_CONTROL,inference,,UNSET,,12,administrative_excluded
M4-FUNG-0458:A13,M4-FUNG-0458,RECORD_CONTROL,last_reviewed_date,2026-08-17,PRESENT,,13,administrative_excluded
M4-FUNG-0458:A17,M4-FUNG-0458,RECORD_IDENTITY,source_database,MIBiG,PRESENT,S001; S002,17,candidate_biological_feature
M4-FUNG-0458:A18,M4-FUNG-0458,RECORD_IDENTITY,mibig_accession,BGC0002505,PRESENT,S001; S002,18,candidate_biological_feature
M4-FUNG-0458:A19,M4-FUNG-0458,RECORD_IDENTITY,mibig_version,3,PRESENT,S001; S002,19,candidate_biological_feature
M4-FUNG-0458:A20,M4-FUNG-0458,RECORD_IDENTITY,mibig_record_status,active,PRESENT,S001; S002,20,provenance_only
M4-FUNG-0458:A21,M4-FUNG-0458,RECORD_IDENTITY,source_native_category_value,SQ_A,PRESENT,S001; S002,21,provenance_only
M4-FUNG-0458:A22,M4-FUNG-0458,RECORD_IDENTITY,mibig_completeness,unknown,UNCERTAIN,S001; S002,22,provenance_only
M4-FUNG-0458:A23,M4-FUNG-0458,RECORD_IDENTITY,primary_reference_doi,10.1016/j.apsb.2021.03.034,PRESENT,S003,23,candidate_biological_feature
M4-FUNG-0458:A24,M4-FUNG-0458,RECORD_IDENTITY,primary_reference_year,2021,PRESENT,S003,24,candidate_biological_feature
M4-FUNG-0458:A25,M4-FUNG-0458,RECORD_IDENTITY,primary_reference_source_id,S003,PRESENT,,25,provenance_only
M4-FUNG-0458:A29,M4-FUNG-0458,ORGANISM_AND_CONTEXT,organism_name,Xenoacremonium sinensis,PRESENT,S003; S004,29,candidate_biological_feature
M4-FUNG-0458:A30,M4-FUNG-0458,ORGANISM_AND_CONTEXT,strain_primary,ML-31,PRESENT,S003,30,candidate_biological_feature
M4-FUNG-0458:A31,M4-FUNG-0458,ORGANISM_AND_CONTEXT,other_strains_studied,Aspergillus nidulans heterologous-expression strains,PRESENT,S003,31,candidate_biological_feature
M4-FUNG-0458:A32,M4-FUNG-0458,ORGANISM_AND_CONTEXT,ncbi_taxon_id,2480843,PRESENT,S001; S002,32,candidate_biological_feature
M4-FUNG-0458:A33,M4-FUNG-0458,ORGANISM_AND_CONTEXT,phylum,Ascomycota,PRESENT,S004,33,candidate_biological_feature
M4-FUNG-0458:A34,M4-FUNG-0458,ORGANISM_AND_CONTEXT,class,Sordariomycetes,PRESENT,S004,34,candidate_biological_feature
M4-FUNG-0458:A35,M4-FUNG-0458,ORGANISM_AND_CONTEXT,order,Hypocreales,PRESENT,S004,35,candidate_biological_feature
M4-FUNG-0458:A36,M4-FUNG-0458,ORGANISM_AND_CONTEXT,family,Nectriaceae,PRESENT,S004,36,candidate_biological_feature
M4-FUNG-0458:A37,M4-FUNG-0458,ORGANISM_AND_CONTEXT,genus,Xenoacremonium,PRESENT,S004,37,candidate_biological_feature
M4-FUNG-0458:A38,M4-FUNG-0458,ORGANISM_AND_CONTEXT,pathotype_or_ecotype,endophytic fungal isolate,PRESENT,S003,38,candidate_biological_feature
M4-FUNG-0458:A39,M4-FUNG-0458,ORGANISM_AND_CONTEXT,ecological_lifestyle,plant-associated endophyte,PRESENT,S003,39,candidate_biological_feature
M4-FUNG-0458:A40,M4-FUNG-0458,ORGANISM_AND_CONTEXT,host_or_environment,mangrove plant tissue,PRESENT,S003,40,candidate_biological_feature
M4-FUNG-0458:A41,M4-FUNG-0458,ORGANISM_AND_CONTEXT,geographic_origin_if_reported,China; mangrove collection provenance,PRESENT,S003,41,candidate_biological_feature
M4-FUNG-0458:A45,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,primary_sequence_accession,MT876600.1,PRESENT,S001; S002,45,candidate_biological_feature
M4-FUNG-0458:A46,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_start_bp,1,PRESENT,S001,46,candidate_biological_feature
M4-FUNG-0458:A47,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_end_bp,25320,PRESENT,S001,47,candidate_biological_feature
M4-FUNG-0458:A48,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_length_bp,25320,PRESENT,S001,48,candidate_biological_feature
M4-FUNG-0458:A49,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,mibig_bgc_class,NRPS (Type I); PKS (Unknown),PRESENT,S001; S002,49,candidate_biological_feature
M4-FUNG-0458:A50,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,refined_bgc_class,hybrid PKS-NRPS tyrosine-decahydrofluorene pathway with trans-ER and three-enzyme ring-forming cascade,PRESENT,S002; S003,50,candidate_biological_feature
M4-FUNG-0458:A51,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,reported_bgc_boundary,MT876600.1:1-25320,PRESENT,S001,51,candidate_biological_feature
M4-FUNG-0458:A52,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,functional_programme_boundary,"xenA-G seven-gene programme; XenE/G build skeleton, XenA dehydrates, XenF rearranges, XenD oxidizes and XenC closes para-cyclophane ether before spontaneous Diels-Alder closure",PRESENT,S003,52,candidate_biological_feature
M4-FUNG-0458:A53,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,chromosome_context,submitted genomic locus,PRESENT,S001,53,candidate_biological_feature
M4-FUNG-0458:A54,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,accessory_chromosome_status,NA,NA,,54,candidate_biological_feature
M4-FUNG-0458:A55,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,copy_number_context,NR,NR,,55,candidate_biological_feature
M4-FUNG-0458:A56,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,transposon_or_repeat_context,NR,NR,,56,candidate_biological_feature
M4-FUNG-0458:A57,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,boundary_confidence,high for canonical interval; organism naming provenance requires reconciliation,PRESENT,S001; S003,57,provenance_only
M4-FUNG-0458:A58,M4-FUNG-0458,SEQUENCE_AND_GENOMIC_ARCHITECTURE,pathway_identity_confidence,very high,PRESENT,S003,58,provenance_only
M4-FUNG-0458:A62,M4-FUNG-0458,PRODUCT_AND_BIOLOGICAL_ROLE,product_family,xenoacremone / tyrosine-decahydrofluorene family,PRESENT,S003; S005,62,candidate_biological_feature
M4-FUNG-0458:A63,M4-FUNG-0458,PRODUCT_AND_BIOLOGICAL_ROLE,primary_product,xenoacremone A,PRESENT,S001; S003,63,candidate_biological_feature
M4-FUNG-0458:A64,M4-FUNG-0458,PRODUCT_AND_BIOLOGICAL_ROLE,known_congeners,xenoacremones B-C; later D-L analogues,PRESENT,S003; S005,64,candidate_biological_feature
