facet_id,dossier_id,facet_axis,raw_value,missingness_state,normalized_value,normalization_status,source_ids,source_row
M4-FUNG-0006:activation.spatial_context:83,M4-FUNG-0006,activation.spatial_context,"ground-corn matrix, submerged broth and agar developmental assays produce distinct transcriptional/toxin states",PRESENT,,unreviewed,S005; S006; S008; S010,83
M4-FUNG-0006:activation.culture_architecture:84,M4-FUNG-0006,activation.culture_architecture,solid agar; ground-corn matrix; PDB shake/static cultures; YES agar toxin assays,PRESENT,,unreviewed,S005; S006; S008; S010,84
M4-FUNG-0007:taxonomy.phylum:33,M4-FUNG-0007,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0007:taxonomy.class:34,M4-FUNG-0007,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0007:taxonomy.order:35,M4-FUNG-0007,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0007:taxonomy.family:36,M4-FUNG-0007,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0007:taxonomy.genus:37,M4-FUNG-0007,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S002,37
M4-FUNG-0007:organism.pathotype_or_ecotype:38,M4-FUNG-0007,organism.pathotype_or_ecotype,"ex-type, large-sclerotial/L-type-like morphology; MAT1-1; high B/G-aflatoxin producer",PRESENT,,unreviewed,S005; S006; S011,38
M4-FUNG-0007:ecology.lifestyle:39,M4-FUNG-0007,ecology.lifestyle,"saprotrophic, agricultural-commodity-associated and environmentally widespread fungus; also opportunistic pathogen",PRESENT,,unreviewed,S005; S011,39
M4-FUNG-0007:ecology.host_or_environment:40,M4-FUNG-0007,ecology.host_or_environment,"ex-type isolated from moldy wheat; species also recovered from soils, insects and multiple agricultural commodities",PRESENT,,unreviewed,S005; S011,40
M4-FUNG-0007:biosynthesis.database_class:49,M4-FUNG-0007,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0007:biosynthesis.refined_class:50,M4-FUNG-0007,biosynthesis.refined_class,Type I iterative NR-PKS-containing B/G-aflatoxin biosynthetic gene cluster,PRESENT,,unreviewed,S004; S012,50
M4-FUNG-0007:genome.chromosome_context:53,M4-FUNG-0007,genome.chromosome_context,nuclear chromosomal cluster; exact chromosome placement unresolved in the 2015 draft assembly,PRESENT,,unreviewed,S005,53
M4-FUNG-0007:genome.accessory_chromosome_status:54,M4-FUNG-0007,genome.accessory_chromosome_status,NF,NF,,missingness_only,,54
M4-FUNG-0007:genome.copy_number_context:55,M4-FUNG-0007,genome.copy_number_context,single reference cluster encoded here; genome-wide aflatoxin-cluster duplication not reported for NRRL 13137 in sources reviewed,PRESENT,,unreviewed,S005,55
M4-FUNG-0007:genome.repeat_context:56,M4-FUNG-0007,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0007:chemistry.product_family:62,M4-FUNG-0007,chemistry.product_family,aflatoxins,PRESENT,,unreviewed,S001; S003,62
M4-FUNG-0007:chemistry.primary_product:63,M4-FUNG-0007,chemistry.primary_product,aflatoxin B1 and aflatoxin G1 (MIBiG-linked); NRRL 13137 is also a known B2/G2 producer,PRESENT,,unreviewed,S001; S004; S007,63
M4-FUNG-0007:chemistry.chemical_class:65,M4-FUNG-0007,chemistry.chemical_class,polyketide-derived difuranocoumarin mycotoxins,PRESENT,,unreviewed,S004,65
M4-FUNG-0007:biology.biological_role:66,M4-FUNG-0007,biology.biological_role,secondary metabolites / mycotoxins,PRESENT,,unreviewed,S003; S004,66
M4-FUNG-0007:activation.native_pathway_state:68,M4-FUNG-0007,activation.native_pathway_state,"naturally active but strongly responsive to nutrient composition, inoculum density and ecological chemical cues",PRESENT,,unreviewed,S006; S007,68
M4-FUNG-0007:activation.extracellular_recovery:70,M4-FUNG-0007,activation.extracellular_recovery,yes; aflatoxins recovered from liquid culture media / culture filtrates,PRESENT,,unreviewed,S004; S006,70
M4-FUNG-0007:activation.productive_developmental_state:77,M4-FUNG-0007,activation.productive_developmental_state,submerged vegetative cultures; toxin output shifts with growth/metabolic priority and inoculum density,PRESENT,,unreviewed,S006,77
M4-FUNG-0007:activation.physiological_state:78,M4-FUNG-0007,activation.physiological_state,high-toxin B/G producer; can switch toward rapid primary growth at high density in peptone medium,PRESENT,,unreviewed,S006,78
M4-FUNG-0007:activation.environmental_trigger:79,M4-FUNG-0007,activation.environmental_trigger,"carbon source (glucose versus peptone), peptone concentration, initial spore density and temperature strongly modulate aflatoxin output",PRESENT,,unreviewed,S006; S009,79
M4-FUNG-0007:activation.ecological_trigger:80,M4-FUNG-0007,activation.ecological_trigger,peanut prenylated stilbenoid phytoalexins can suppress toxin formation and alter fungal development,PRESENT,,unreviewed,S007,80
M4-FUNG-0007:activation.temporal_window:81,M4-FUNG-0007,activation.temporal_window,3-day density experiments; 24–120 h stilbenoid feeding; species-comparative Brazil-nut studies show cluster transcription can precede detectable toxin by ~1 day,PRESENT,,unreviewed,S006; S007; S010,81
M4-FUNG-0007:activation.spatial_context:83,M4-FUNG-0007,activation.spatial_context,"liquid GMS/PMS culture, PDA feeding assays and Brazil-nut-based matrix experiments show architecture-dependent output",PRESENT,,unreviewed,S006; S007; S010,83
M4-FUNG-0007:activation.culture_architecture:84,M4-FUNG-0007,activation.culture_architecture,"50-mL shake cultures (GMS/PMS), PDA microculture/feeding assays, Brazil-nut-based media in comparative A. nomiae studies",PRESENT,,unreviewed,S006; S007; S010,84
M4-FUNG-0008:taxonomy.phylum:33,M4-FUNG-0008,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0008:taxonomy.class:34,M4-FUNG-0008,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0008:taxonomy.order:35,M4-FUNG-0008,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0008:taxonomy.family:36,M4-FUNG-0008,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0008:taxonomy.genus:37,M4-FUNG-0008,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S002,37
M4-FUNG-0008:organism.pathotype_or_ecotype:38,M4-FUNG-0008,organism.pathotype_or_ecotype,L-morphotype; atoxigenic biocontrol strain; VCG YV36; MAT1-2,PRESENT,,unreviewed,S006; S007,38
M4-FUNG-0008:ecology.lifestyle:39,M4-FUNG-0008,ecology.lifestyle,soil-associated saprotroph and crop-colonizing fungus used for competitive-exclusion biocontrol,PRESENT,,unreviewed,S006; S008; S009,39
M4-FUNG-0008:ecology.host_or_environment:40,M4-FUNG-0008,ecology.host_or_environment,"originally isolated from cotton-associated material/field environment in Yuma, Arizona; deployed on cotton, maize, pistachio and other crops",PRESENT,,unreviewed,S007; S008; S009,40
M4-FUNG-0008:biosynthesis.database_class:49,M4-FUNG-0008,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0008:biosynthesis.refined_class:50,M4-FUNG-0008,biosynthesis.refined_class,Degenerated type I iterative PKS aflatoxin biosynthetic gene cluster with a nonfunctional aflC/pksA pseudogene,PRESENT,,unreviewed,S003; S005,50
M4-FUNG-0008:genome.chromosome_context:53,M4-FUNG-0008,genome.chromosome_context,"nuclear chromosomal aflatoxin locus; modern AF36 genome assembly exists, but legacy AY510455 locus-to-current chromosome mapping was not resolved in this pass",PRESENT,,unreviewed,S008,53
M4-FUNG-0008:genome.accessory_chromosome_status:54,M4-FUNG-0008,genome.accessory_chromosome_status,NF,NF,,missingness_only,,54
M4-FUNG-0008:genome.copy_number_context:55,M4-FUNG-0008,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0008:genome.repeat_context:56,M4-FUNG-0008,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0008:chemistry.product_family:62,M4-FUNG-0008,chemistry.product_family,aflatoxins,PRESENT,,unreviewed,S001,62
M4-FUNG-0008:chemistry.primary_product:63,M4-FUNG-0008,chemistry.primary_product,no native aflatoxin product; MIBiG generically associates the locus with 'aflatoxin',PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0008:chemistry.chemical_class:65,M4-FUNG-0008,chemistry.chemical_class,polyketide-derived aflatoxin pathway,PRESENT,,unreviewed,S003,65
M4-FUNG-0008:biology.biological_role:66,M4-FUNG-0008,biology.biological_role,degenerate mycotoxin biosynthetic pathway; organism-level ecological role is competitive exclusion rather than aflatoxin production,PRESENT,,unreviewed,S003; S009,66
M4-FUNG-0008:activation.native_pathway_state:68,M4-FUNG-0008,activation.native_pathway_state,genetically nonproductive / atoxigenic,PRESENT,,unreviewed,S003; S005; S006; S007,68
M4-FUNG-0008:activation.extracellular_recovery:70,M4-FUNG-0008,activation.extracellular_recovery,no aflatoxin recovery from AF36,PRESENT,,unreviewed,S003,70
M4-FUNG-0008:activation.productive_developmental_state:77,M4-FUNG-0008,activation.productive_developmental_state,NA for aflatoxin production in native AF36,PRESENT,,unreviewed,S003,77
M4-FUNG-0008:activation.physiological_state:78,M4-FUNG-0008,activation.physiological_state,"AF36 grows, sporulates and competes normally enough for field deployment despite loss of aflatoxin biosynthesis",PRESENT,,unreviewed,S008; S009,78
M4-FUNG-0008:activation.environmental_trigger:79,M4-FUNG-0008,activation.environmental_trigger,"environmental conditions can affect AF36 growth/sporulation and competitive success, but do not overcome the pksA stop-codon block",PRESENT,,unreviewed,S003; S009,79
M4-FUNG-0008:activation.ecological_trigger:80,M4-FUNG-0008,activation.ecological_trigger,crop-community competition is the relevant realized phenotype: AF36 increases its frequency and suppresses aflatoxigenic competitors,PRESENT,,unreviewed,S009,80
M4-FUNG-0008:activation.temporal_window:81,M4-FUNG-0008,activation.temporal_window,field establishment and multi-year persistence/competition rather than an aflatoxin-production window,PRESENT,,unreviewed,S009,81
M4-FUNG-0008:activation.spatial_context:83,M4-FUNG-0008,activation.spatial_context,soil/crop canopy and nut/cotton/maize-associated environments,PRESENT,,unreviewed,S009,83
M4-FUNG-0008:activation.culture_architecture:84,M4-FUNG-0008,activation.culture_architecture,laboratory 3-day fungal cultures for pksA genetics; field/orchard deployments for ecological performance,PRESENT,,unreviewed,S003; S009,84
M4-FUNG-0009:taxonomy.phylum:33,M4-FUNG-0009,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0009:taxonomy.class:34,M4-FUNG-0009,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0009:taxonomy.order:35,M4-FUNG-0009,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0009:taxonomy.family:36,M4-FUNG-0009,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0009:taxonomy.genus:37,M4-FUNG-0009,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S002,37
M4-FUNG-0009:organism.pathotype_or_ecotype:38,M4-FUNG-0009,organism.pathotype_or_ecotype,ex-type strain; section Ochraceorosei; asexual; MAT1-1 reported for type strain genome,PRESENT,,unreviewed,S003; S008,38
M4-FUNG-0009:ecology.lifestyle:39,M4-FUNG-0009,ecology.lifestyle,soil saprotroph; rare aflatoxin/sterigmatocystin-producing Aspergillus outside section Flavi,PRESENT,,unreviewed,S003; S005,39
M4-FUNG-0009:ecology.host_or_environment:40,M4-FUNG-0009,ecology.host_or_environment,soil,PRESENT,,unreviewed,S003,40
M4-FUNG-0009:biosynthesis.database_class:49,M4-FUNG-0009,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0009:biosynthesis.refined_class:50,M4-FUNG-0009,biosynthesis.refined_class,Type I iterative NR-PKS aflatoxin/sterigmatocystin pathway cluster with A. nidulans-like organization,PRESENT,,unreviewed,S004; S009,50
M4-FUNG-0009:genome.chromosome_context:53,M4-FUNG-0009,genome.chromosome_context,nuclear genomic cluster; exact chromosome placement unresolved in this pass,PRESENT,,unreviewed,,53
M4-FUNG-0009:genome.accessory_chromosome_status:54,M4-FUNG-0009,genome.accessory_chromosome_status,NF,NF,,missingness_only,,54
M4-FUNG-0009:genome.copy_number_context:55,M4-FUNG-0009,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0009:genome.repeat_context:56,M4-FUNG-0009,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0009:chemistry.product_family:62,M4-FUNG-0009,chemistry.product_family,sterigmatocystin / aflatoxins,PRESENT,,unreviewed,S001; S004,62
M4-FUNG-0009:chemistry.primary_product:63,M4-FUNG-0009,chemistry.primary_product,sterigmatocystin; aflatoxin B1; aflatoxin B2,PRESENT,,unreviewed,S001,63
M4-FUNG-0009:chemistry.chemical_class:65,M4-FUNG-0009,chemistry.chemical_class,polyketide-derived xanthone/difuranocoumarin mycotoxin pathway,PRESENT,,unreviewed,S004; S009,65
M4-FUNG-0009:biology.biological_role:66,M4-FUNG-0009,biology.biological_role,secondary metabolites / mycotoxins,PRESENT,,unreviewed,S004; S005,66
M4-FUNG-0009:activation.native_pathway_state:68,M4-FUNG-0009,activation.native_pathway_state,naturally active; simultaneous precursor and final-product accumulation,PRESENT,,unreviewed,S004; S005,68
M4-FUNG-0009:activation.extracellular_recovery:70,M4-FUNG-0009,activation.extracellular_recovery,culture-extract recovery demonstrated; exact intra/extracellular partition not consistently resolved,PRESENT,,unreviewed,S005,70
M4-FUNG-0009:activation.productive_developmental_state:77,M4-FUNG-0009,activation.productive_developmental_state,vegetative growth on toxin-conducive artificial media,PRESENT,,unreviewed,S005; S010,77
M4-FUNG-0009:activation.physiological_state:78,M4-FUNG-0009,activation.physiological_state,productive at temperatures below 37°C; defining non-Flavi producers did not grow on artificial media at 37°C,PRESENT,,unreviewed,S005,78
M4-FUNG-0009:activation.environmental_trigger:79,M4-FUNG-0009,activation.environmental_trigger,medium composition and pH influence AF/ST production; YES and PDA were used as productive screening media,PRESENT,,unreviewed,S005; S010,79
M4-FUNG-0009:activation.ecological_trigger:80,M4-FUNG-0009,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0009:activation.temporal_window:81,M4-FUNG-0009,activation.temporal_window,1-week YES/PDA production assays in 2005 characterization; other physiological assays vary by study,PRESENT,,unreviewed,S005,81
M4-FUNG-0009:activation.spatial_context:83,M4-FUNG-0009,activation.spatial_context,solid artificial-media cultures; genetic-rescue assays in heterologous Aspergillus backgrounds,PRESENT,,unreviewed,S004; S005; S006,83
M4-FUNG-0009:activation.culture_architecture:84,M4-FUNG-0009,activation.culture_architecture,YES/PDA plate cultures for toxin detection; transformant cultures for regulator/enzyme-function tests,PRESENT,,unreviewed,S004; S005; S006,84
M4-FUNG-0010:taxonomy.phylum:33,M4-FUNG-0010,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0010:taxonomy.class:34,M4-FUNG-0010,taxonomy.class,Dothideomycetes,PRESENT,Dothideomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0010:taxonomy.order:35,M4-FUNG-0010,taxonomy.order,Pleosporales,PRESENT,Pleosporales,exact_taxonomic_string,S002,35
M4-FUNG-0010:taxonomy.family:36,M4-FUNG-0010,taxonomy.family,Pleosporaceae,PRESENT,Pleosporaceae,exact_taxonomic_string,S002,36
M4-FUNG-0010:taxonomy.genus:37,M4-FUNG-0010,taxonomy.genus,Alternaria,PRESENT,Alternaria,exact_taxonomic_string,S002,37
M4-FUNG-0010:organism.pathotype_or_ecotype:38,M4-FUNG-0010,organism.pathotype_or_ecotype,necrotrophic early-blight pathogen; Alternaria sect. Porri,PRESENT,,unreviewed,S002; S010,38
M4-FUNG-0010:ecology.lifestyle:39,M4-FUNG-0010,ecology.lifestyle,plant-pathogenic necrotroph,PRESENT,,unreviewed,S010,39
M4-FUNG-0010:ecology.host_or_environment:40,M4-FUNG-0010,ecology.host_or_environment,potato and tomato / other solanaceous hosts,PRESENT,,unreviewed,S003; S010,40
M4-FUNG-0010:biosynthesis.database_class:49,M4-FUNG-0010,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0010:biosynthesis.refined_class:50,M4-FUNG-0010,biosynthesis.refined_class,Five-gene highly reducing iterative type I PKS cluster; core PKSN/Alt5 domain architecture KS–AT–DH–CMeT–ER–KR–ACP,PRESENT,,unreviewed,S003; S005,50
M4-FUNG-0010:genome.chromosome_context:53,M4-FUNG-0010,genome.chromosome_context,NR,NR,,missingness_only,,53
M4-FUNG-0010:genome.accessory_chromosome_status:54,M4-FUNG-0010,genome.accessory_chromosome_status,NF,NF,,missingness_only,,54
M4-FUNG-0010:genome.copy_number_context:55,M4-FUNG-0010,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0010:genome.repeat_context:56,M4-FUNG-0010,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0010:chemistry.product_family:62,M4-FUNG-0010,chemistry.product_family,alternapyrones / α-pyrones,PRESENT,,unreviewed,S001; S003; S008,62
M4-FUNG-0010:chemistry.primary_product:63,M4-FUNG-0010,chemistry.primary_product,alternapyrone — directly demonstrated as Alt5/PKSN product in heterologous A. oryzae; not established as the native final product of the complete A. solani five-gene cluster,PRESENT,,unreviewed,S001; S003; S005,63
M4-FUNG-0010:chemistry.chemical_class:65,M4-FUNG-0010,chemistry.chemical_class,highly methylated polyene α-pyrone / reduced polyketide,PRESENT,,unreviewed,S003,65
M4-FUNG-0010:biology.biological_role:66,M4-FUNG-0010,biology.biological_role,native ecological role in A. solani unresolved,PRESENT,,unreviewed,S003; S007,66
M4-FUNG-0010:activation.native_pathway_state:68,M4-FUNG-0010,activation.native_pathway_state,UNCERTAIN — full native A. solani cluster output was not demonstrated in the defining study,PRESENT,,unreviewed,S003; S005,68
M4-FUNG-0010:activation.extracellular_recovery:70,M4-FUNG-0010,activation.extracellular_recovery,NR for native A. solani alternapyrone; heterologous A. oryzae product was isolated from transformed culture,PRESENT,,unreviewed,S003,70
M4-FUNG-0010:activation.productive_developmental_state:77,M4-FUNG-0010,activation.productive_developmental_state,NR for native A. solani pathway,PRESENT,,unreviewed,,77
M4-FUNG-0010:activation.physiological_state:78,M4-FUNG-0010,activation.physiological_state,NR for native A. solani pathway,PRESENT,,unreviewed,,78
