evidence_link_id,record_type,record_key,dossier_id,source_id,source_key,link_status,record_source_row
ELINK_302ad8f8b4a5,ASSERTION,M4-FUNG-0001:A38,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,38
ELINK_b835097ec6e4,ASSERTION,M4-FUNG-0001:A38,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,38
ELINK_740690d289b4,ASSERTION,M4-FUNG-0001:A38,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,38
ELINK_71e78bbf9ed3,BGC_FACET,M4-FUNG-0001:organism.pathotype_or_ecotype:38,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,38
ELINK_1f1312f50c67,BGC_FACET,M4-FUNG-0001:organism.pathotype_or_ecotype:38,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,38
ELINK_bd1976239458,BGC_FACET,M4-FUNG-0001:organism.pathotype_or_ecotype:38,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,38
ELINK_83544f5d237d,ASSERTION,M4-FUNG-0001:A39,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,39
ELINK_f1b5b68d735b,ASSERTION,M4-FUNG-0001:A39,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,39
ELINK_ca928cac38d5,ASSERTION,M4-FUNG-0001:A39,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,39
ELINK_75e0e4467bc1,BGC_FACET,M4-FUNG-0001:ecology.lifestyle:39,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,39
ELINK_20cf8fd149b8,BGC_FACET,M4-FUNG-0001:ecology.lifestyle:39,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,39
ELINK_f5db9647025f,BGC_FACET,M4-FUNG-0001:ecology.lifestyle:39,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,39
ELINK_4653ef27b079,ASSERTION,M4-FUNG-0001:A40,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,40
ELINK_a12726765a8b,ASSERTION,M4-FUNG-0001:A40,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,40
ELINK_6f60bdcd4d24,ASSERTION,M4-FUNG-0001:A40,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,40
ELINK_092549225aeb,BGC_FACET,M4-FUNG-0001:ecology.host_or_environment:40,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,40
ELINK_d9dca4109777,BGC_FACET,M4-FUNG-0001:ecology.host_or_environment:40,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,40
ELINK_9f4cb9aaeab3,BGC_FACET,M4-FUNG-0001:ecology.host_or_environment:40,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,40
ELINK_53193e6902ab,ASSERTION,M4-FUNG-0001:A41,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,41
ELINK_95a6e67c9801,ASSERTION,M4-FUNG-0001:A41,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,41
ELINK_16f3cf38e6c8,ASSERTION,M4-FUNG-0001:A45,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,45
ELINK_5a6f4c246133,ASSERTION,M4-FUNG-0001:A46,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,46
ELINK_0ee38590e28a,ASSERTION,M4-FUNG-0001:A47,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,47
ELINK_35c4fb825a3a,ASSERTION,M4-FUNG-0001:A49,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,49
ELINK_4fcb210ed9bd,BGC_FACET,M4-FUNG-0001:biosynthesis.database_class:49,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,49
ELINK_04800f70a690,ASSERTION,M4-FUNG-0001:A50,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,50
ELINK_119ef07582b7,ASSERTION,M4-FUNG-0001:A50,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,50
ELINK_a247066aada4,BGC_FACET,M4-FUNG-0001:biosynthesis.refined_class:50,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,50
ELINK_6d005e3f3098,BGC_FACET,M4-FUNG-0001:biosynthesis.refined_class:50,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,50
ELINK_108eb7146336,ASSERTION,M4-FUNG-0001:A52,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,52
ELINK_b3cb3cf67573,ASSERTION,M4-FUNG-0001:A52,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,52
ELINK_d9642a0542e0,ASSERTION,M4-FUNG-0001:A52,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,52
ELINK_29cef270b475,ASSERTION,M4-FUNG-0001:A53,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,53
ELINK_518b4ba341b7,BGC_FACET,M4-FUNG-0001:genome.chromosome_context:53,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,53
ELINK_3996019d136b,ASSERTION,M4-FUNG-0001:A54,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,54
ELINK_c3dcb93c178f,BGC_FACET,M4-FUNG-0001:genome.accessory_chromosome_status:54,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,54
ELINK_4813e6a7ecfc,ASSERTION,M4-FUNG-0001:A55,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,55
ELINK_99f6b7956189,ASSERTION,M4-FUNG-0001:A55,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,55
ELINK_81ff6de5c6cb,BGC_FACET,M4-FUNG-0001:genome.copy_number_context:55,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,55
ELINK_501ebc782768,BGC_FACET,M4-FUNG-0001:genome.copy_number_context:55,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,55
ELINK_a8a06b8dbac1,ASSERTION,M4-FUNG-0001:A56,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,56
ELINK_00f86b5ca0a3,ASSERTION,M4-FUNG-0001:A56,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,56
ELINK_588b138e076f,BGC_FACET,M4-FUNG-0001:genome.repeat_context:56,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,56
ELINK_ad4777e55ac8,BGC_FACET,M4-FUNG-0001:genome.repeat_context:56,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,56
ELINK_15e5945b134b,ASSERTION,M4-FUNG-0001:A57,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,57
ELINK_b3be2b217fe1,ASSERTION,M4-FUNG-0001:A57,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,57
ELINK_90cad68557a6,ASSERTION,M4-FUNG-0001:A57,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,57
ELINK_9ebeb201f34b,ASSERTION,M4-FUNG-0001:A58,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,58
ELINK_48baa1dcaccb,ASSERTION,M4-FUNG-0001:A58,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,58
ELINK_64d8b337a0d7,ASSERTION,M4-FUNG-0001:A58,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,58
ELINK_9b727c30a163,ASSERTION,M4-FUNG-0001:A62,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,62
ELINK_a276eb9eff38,BGC_FACET,M4-FUNG-0001:chemistry.product_family:62,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,62
ELINK_05d86e47b918,ASSERTION,M4-FUNG-0001:A63,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,63
ELINK_5ec6d78b5533,ASSERTION,M4-FUNG-0001:A63,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,63
ELINK_44028e1b1ca9,BGC_FACET,M4-FUNG-0001:chemistry.primary_product:63,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,63
ELINK_5f3984b13759,BGC_FACET,M4-FUNG-0001:chemistry.primary_product:63,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,63
ELINK_024033067685,ASSERTION,M4-FUNG-0001:A64,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,64
ELINK_c21e99f8d355,ASSERTION,M4-FUNG-0001:A64,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,64
ELINK_da2226844a93,ASSERTION,M4-FUNG-0001:A65,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,65
ELINK_6a9e9182477f,ASSERTION,M4-FUNG-0001:A65,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,65
ELINK_4f6b9a6c14b7,BGC_FACET,M4-FUNG-0001:chemistry.chemical_class:65,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,65
ELINK_33a429d984ed,BGC_FACET,M4-FUNG-0001:chemistry.chemical_class:65,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,65
ELINK_23c2fb6ea3cd,ASSERTION,M4-FUNG-0001:A66,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,66
ELINK_66ee1b2c0cb9,ASSERTION,M4-FUNG-0001:A66,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,66
ELINK_02aebd2cf4d1,ASSERTION,M4-FUNG-0001:A66,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,66
ELINK_4cd20cdefcf6,BGC_FACET,M4-FUNG-0001:biology.biological_role:66,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,66
ELINK_776e68ec6138,BGC_FACET,M4-FUNG-0001:biology.biological_role:66,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,66
ELINK_d88b001739c4,BGC_FACET,M4-FUNG-0001:biology.biological_role:66,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,66
ELINK_2d50545c2caf,ASSERTION,M4-FUNG-0001:A67,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,67
ELINK_f67c0fd59923,ASSERTION,M4-FUNG-0001:A67,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,67
ELINK_13abcb0c0705,ASSERTION,M4-FUNG-0001:A67,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,67
ELINK_429e8c5b62ce,ASSERTION,M4-FUNG-0001:A68,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,68
ELINK_5c13c45c3d22,ASSERTION,M4-FUNG-0001:A68,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,68
ELINK_2f2030039d0c,BGC_FACET,M4-FUNG-0001:activation.native_pathway_state:68,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,68
ELINK_5bdd72a3b37c,BGC_FACET,M4-FUNG-0001:activation.native_pathway_state:68,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,68
ELINK_1a0e07dbc4b2,ASSERTION,M4-FUNG-0001:A69,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,69
ELINK_5413878bf79f,ASSERTION,M4-FUNG-0001:A69,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,69
ELINK_b8dab3496a96,ASSERTION,M4-FUNG-0001:A70,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,70
ELINK_2d4cddf29981,BGC_FACET,M4-FUNG-0001:activation.extracellular_recovery:70,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,70
ELINK_fa8458d3cbbc,ASSERTION,M4-FUNG-0001:A72,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,72
ELINK_6bdabd97f19e,ASSERTION,M4-FUNG-0001:A72,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,72
ELINK_835ebccb06f8,ASSERTION,M4-FUNG-0001:A76,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,76
ELINK_014e95873d4d,ASSERTION,M4-FUNG-0001:A77,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,77
ELINK_e140d8b8b1c6,BGC_FACET,M4-FUNG-0001:activation.productive_developmental_state:77,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,77
ELINK_1517b0607e10,ASSERTION,M4-FUNG-0001:A78,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,78
ELINK_5e2609be5a80,ASSERTION,M4-FUNG-0001:A78,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,78
ELINK_0ef7482a4264,ASSERTION,M4-FUNG-0001:A78,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,78
ELINK_7e5d71dfc71d,BGC_FACET,M4-FUNG-0001:activation.physiological_state:78,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,78
ELINK_d0a71a700faa,BGC_FACET,M4-FUNG-0001:activation.physiological_state:78,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,78
ELINK_b65faaa9fdfd,BGC_FACET,M4-FUNG-0001:activation.physiological_state:78,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,78
ELINK_11a60b679ba2,ASSERTION,M4-FUNG-0001:A79,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,79
ELINK_fa98a421c5b4,ASSERTION,M4-FUNG-0001:A79,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,79
ELINK_a31cce15e486,ASSERTION,M4-FUNG-0001:A79,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,79
ELINK_73e15aa3fdf0,BGC_FACET,M4-FUNG-0001:activation.environmental_trigger:79,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,79
ELINK_1e231efb980e,BGC_FACET,M4-FUNG-0001:activation.environmental_trigger:79,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,79
ELINK_ec8b5af86079,BGC_FACET,M4-FUNG-0001:activation.environmental_trigger:79,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,79
ELINK_3b7bb305f80c,ASSERTION,M4-FUNG-0001:A80,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,80
ELINK_b9bb6fd7080e,ASSERTION,M4-FUNG-0001:A80,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,80
ELINK_d60096f684d9,ASSERTION,M4-FUNG-0001:A80,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,80
ELINK_2013d2d414c5,BGC_FACET,M4-FUNG-0001:activation.ecological_trigger:80,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,80
ELINK_b0fe65eb5f15,BGC_FACET,M4-FUNG-0001:activation.ecological_trigger:80,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,80
ELINK_abad0b587599,BGC_FACET,M4-FUNG-0001:activation.ecological_trigger:80,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,80
ELINK_136584238905,ASSERTION,M4-FUNG-0001:A81,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,81
ELINK_b605c978d8f0,BGC_FACET,M4-FUNG-0001:activation.temporal_window:81,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,81
ELINK_16aa164511e8,ASSERTION,M4-FUNG-0001:A82,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,82
ELINK_b2194ea8fe57,ASSERTION,M4-FUNG-0001:A82,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,82
ELINK_ae1ef62cd0b4,ASSERTION,M4-FUNG-0001:A82,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,82
ELINK_f509c5ba196f,ASSERTION,M4-FUNG-0001:A83,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,83
ELINK_c555c2131c5e,ASSERTION,M4-FUNG-0001:A83,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,83
ELINK_7651dc2ed2f9,ASSERTION,M4-FUNG-0001:A83,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,83
ELINK_952a755a028e,BGC_FACET,M4-FUNG-0001:activation.spatial_context:83,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,83
ELINK_ee9283c99c9c,BGC_FACET,M4-FUNG-0001:activation.spatial_context:83,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,83
ELINK_8f408ed55186,BGC_FACET,M4-FUNG-0001:activation.spatial_context:83,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,83
ELINK_a4e3dae033f5,ASSERTION,M4-FUNG-0001:A84,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,84
ELINK_32a1cf34601b,ASSERTION,M4-FUNG-0001:A84,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,84
ELINK_be6df548398f,ASSERTION,M4-FUNG-0001:A84,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,84
ELINK_985880fac755,BGC_FACET,M4-FUNG-0001:activation.culture_architecture:84,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,84
ELINK_10d4d886b751,BGC_FACET,M4-FUNG-0001:activation.culture_architecture:84,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,84
ELINK_882fe47cac25,BGC_FACET,M4-FUNG-0001:activation.culture_architecture:84,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,84
ELINK_421e9ca16d89,ASSERTION,M4-FUNG-0001:A89,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,89
ELINK_36cf635ca889,ASSERTION,M4-FUNG-0001:A89,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,89
ELINK_3f57762de4f7,ASSERTION,M4-FUNG-0001:A90,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,90
ELINK_26e6937acb2a,ASSERTION,M4-FUNG-0001:A91,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,91
ELINK_f94573c55398,ASSERTION,M4-FUNG-0001:A91,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,91
ELINK_8865091013cd,ASSERTION,M4-FUNG-0001:A92,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,92
ELINK_f88cc975b7b7,ASSERTION,M4-FUNG-0001:A92,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,92
ELINK_a95fdb1d0161,ASSERTION,M4-FUNG-0001:A93,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,93
ELINK_af8c84d4b228,ASSERTION,M4-FUNG-0001:A94,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,94
ELINK_bd88b65b4b0e,ASSERTION,M4-FUNG-0001:A94,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,94
ELINK_fac49b00a63e,ASSERTION,M4-FUNG-0001:A95,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,95
ELINK_3b8cbd4d9fe2,ASSERTION,M4-FUNG-0001:A95,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,95
ELINK_a52559e1731c,ASSERTION,M4-FUNG-0001:A96,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,96
ELINK_7d80c589d17a,ASSERTION,M4-FUNG-0001:A96,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,96
ELINK_52663b6d4d41,ASSERTION,M4-FUNG-0001:A96,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,96
ELINK_79b844f66742,ASSERTION,M4-FUNG-0001:A98,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,98
ELINK_e058eb689938,ASSERTION,M4-FUNG-0001:A98,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,98
ELINK_448bf639f2f9,ASSERTION,M4-FUNG-0001:A98,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,98
ELINK_6463146e940b,ASSERTION,M4-FUNG-0001:A99,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,99
ELINK_e4c71bfaee2f,ASSERTION,M4-FUNG-0001:A99,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,99
ELINK_6662cfd3e081,ASSERTION,M4-FUNG-0001:A99,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,99
ELINK_dcc7ffaddfb0,ASSERTION,M4-FUNG-0001:A100,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,100
ELINK_8f6488c0693e,ASSERTION,M4-FUNG-0001:A100,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,100
ELINK_46a930fb4f5c,ASSERTION,M4-FUNG-0001:A100,M4-FUNG-0001,S003,M4-FUNG-0001:S003,resolved,100
ELINK_f7228441d179,GENE,M4-FUNG-0001:G001,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,104
ELINK_e7843d41d376,GENE,M4-FUNG-0001:G001,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,104
ELINK_16278b5ea070,GENE,M4-FUNG-0001:G002,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,105
ELINK_856eaa5dbfe5,GENE,M4-FUNG-0001:G002,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,105
ELINK_de8c7d93a3a4,GENE,M4-FUNG-0001:G003,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,106
ELINK_d3cc1b1eb07f,GENE,M4-FUNG-0001:G003,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,106
ELINK_3b8c2d2d1ece,GENE,M4-FUNG-0001:G004,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,107
ELINK_808845b693e6,GENE,M4-FUNG-0001:G004,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,107
ELINK_7bcf0942adcd,GENE,M4-FUNG-0001:G005,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,108
ELINK_93d7eec59a6a,GENE,M4-FUNG-0001:G005,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,108
ELINK_fe17a53ac5bb,GENE,M4-FUNG-0001:G006,M4-FUNG-0001,S001,M4-FUNG-0001:S001,resolved,109
ELINK_269da7a7127f,GENE,M4-FUNG-0001:G006,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,109
ELINK_5294e4007de1,METABOLITE,M4-FUNG-0001:M001,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,117
ELINK_0bc7d4208b1e,METABOLITE,M4-FUNG-0001:M001,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,117
ELINK_69d88b7f24a4,METABOLITE,M4-FUNG-0001:M002,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,118
ELINK_b211bee2cbb9,METABOLITE,M4-FUNG-0001:M002,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,118
ELINK_9460660b0b69,METABOLITE,M4-FUNG-0001:M003,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,119
ELINK_485467f5e0c7,EXPERIMENT,M4-FUNG-0001:E001,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_d6815dbaf33e,EXPERIMENT_LINK,XLINK_17e48e2ec292,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_d738a53e2b1f,EXPERIMENT_LINK,XLINK_0d3e69904e81,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_cd5ecb06df1d,EXPERIMENT_LINK,XLINK_391ea663a1b3,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_b9c997062db8,EXPERIMENT_LINK,XLINK_ac3a655eaec8,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_e97f735d8837,OBSERVATION,OBS_7dd132a01ff4,M4-FUNG-0001,S002,M4-FUNG-0001:S002,resolved,128
ELINK_d4c29c899422,EXPERIMENT,M4-FUNG-0001:E002,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,129
ELINK_8b6037b79bdf,EXPERIMENT_LINK,XLINK_94ccbae1f4c8,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,129
ELINK_1d880892058c,EXPERIMENT_LINK,XLINK_17dd2321cab6,M4-FUNG-0001,S004,M4-FUNG-0001:S004,resolved,129
