evidence_link_id,record_type,record_key,dossier_id,source_id,source_key,link_status,record_source_row
ELINK_39916db5bfe5,MEASUREMENT,M4-FUNG-0004:Q001,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,150
ELINK_cb828df476c8,MEASUREMENT,M4-FUNG-0004:Q001,M4-FUNG-0004,S002,M4-FUNG-0004:S002,resolved,150
ELINK_4c745469b2c9,OBSERVATION,OBS_51da0be49448,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,150
ELINK_41ef25334ff9,OBSERVATION,OBS_51da0be49448,M4-FUNG-0004,S002,M4-FUNG-0004:S002,resolved,150
ELINK_5603792f8015,MEASUREMENT,M4-FUNG-0004:Q002,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,151
ELINK_ea81eb0e4125,OBSERVATION,OBS_f5d161c320a1,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,151
ELINK_3a67606d4102,MEASUREMENT,M4-FUNG-0004:Q003,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,152
ELINK_ed48f7cee123,OBSERVATION,OBS_9e447cbeb6c8,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,152
ELINK_be9c9894908d,MEASUREMENT,M4-FUNG-0004:Q004,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,153
ELINK_8db5166348fc,OBSERVATION,OBS_9acd78164945,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,153
ELINK_2f9a95333f12,MEASUREMENT,M4-FUNG-0004:Q005,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,154
ELINK_8eafc6cc843c,OBSERVATION,OBS_cd13e2a3774b,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,154
ELINK_1589452914e2,MEASUREMENT,M4-FUNG-0004:Q006,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,155
ELINK_2bea1d3436d4,OBSERVATION,OBS_dc0d5961e27c,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,155
ELINK_e2991df81e62,MEASUREMENT,M4-FUNG-0004:Q007,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,156
ELINK_7310e4777791,OBSERVATION,OBS_4c972b04ef2b,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,156
ELINK_cf6000b964fd,MEASUREMENT,M4-FUNG-0004:Q008,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,157
ELINK_0a0fdab7be77,OBSERVATION,OBS_e92bf31e6be2,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,157
ELINK_bf111563f0a6,MEASUREMENT,M4-FUNG-0004:Q009,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,158
ELINK_f5f2daa49160,OBSERVATION,OBS_4d4a01e2b726,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,158
ELINK_4b7a784a1083,MEASUREMENT,M4-FUNG-0004:Q010,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,159
ELINK_a8b392401897,OBSERVATION,OBS_9a86651408d2,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,159
ELINK_8d9b6ae43282,MEASUREMENT,M4-FUNG-0004:Q011,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,160
ELINK_79399fc594d3,OBSERVATION,OBS_e40bf8f074f9,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,160
ELINK_e0533111200f,MEASUREMENT,M4-FUNG-0004:Q012,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,161
ELINK_249ac334d499,OBSERVATION,OBS_b407dc8bc299,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,161
ELINK_ec23e9b2afea,MEASUREMENT,M4-FUNG-0004:Q013,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,162
ELINK_4951d11f30dc,OBSERVATION,OBS_da23cfc1760b,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,162
ELINK_8a594f5e95c8,MEASUREMENT,M4-FUNG-0004:Q014,M4-FUNG-0004,S008,M4-FUNG-0004:S008,resolved,163
ELINK_85dee13325ff,OBSERVATION,OBS_a5b35f6fdb8e,M4-FUNG-0004,S008,M4-FUNG-0004:S008,resolved,163
ELINK_af0a52412f5a,MEASUREMENT,M4-FUNG-0004:Q015,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,164
ELINK_c32cef2197e1,OBSERVATION,OBS_b85b53732548,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,164
ELINK_70724c45b578,CLAIM,M4-FUNG-0004:C001,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,168
ELINK_1877592e1fe6,CLAIM,M4-FUNG-0004:C001,M4-FUNG-0004,S002,M4-FUNG-0004:S002,resolved,168
ELINK_0392f6e49385,CLAIM,M4-FUNG-0004:C001,M4-FUNG-0004,S003,M4-FUNG-0004:S003,resolved,168
ELINK_df63f6a975e7,CLAIM,M4-FUNG-0004:C001,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,168
ELINK_db00efcbd5c4,CLAIM,M4-FUNG-0004:C002,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,169
ELINK_145893ab94c3,CLAIM,M4-FUNG-0004:C003,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,170
ELINK_e686f2b06eec,CLAIM,M4-FUNG-0004:C004,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,171
ELINK_3a56de8519d4,CLAIM,M4-FUNG-0004:C005,M4-FUNG-0004,S008,M4-FUNG-0004:S008,resolved,172
ELINK_29864928f91e,CLAIM,M4-FUNG-0004:C006,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,173
ELINK_4ed317f1f864,RELATIONSHIP,M4-FUNG-0004:R001,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,179
ELINK_2e99e41a3140,RELATIONSHIP,M4-FUNG-0004:R001,M4-FUNG-0004,S002,M4-FUNG-0004:S002,resolved,179
ELINK_a2b0b2069e8b,RELATIONSHIP,M4-FUNG-0004:R002,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,180
ELINK_43178f8c2fc8,RELATIONSHIP,M4-FUNG-0004:R002,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,180
ELINK_622865ef9244,RELATIONSHIP,M4-FUNG-0004:R003,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,181
ELINK_86bcfaf178c3,RELATIONSHIP,M4-FUNG-0004:R004,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,182
ELINK_286ec54a50af,RELATIONSHIP,M4-FUNG-0004:R005,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,183
ELINK_150046058d60,RELATIONSHIP,M4-FUNG-0004:R006,M4-FUNG-0004,S008,M4-FUNG-0004:S008,resolved,184
ELINK_0b8cb8e53e50,RELATIONSHIP,M4-FUNG-0004:R007,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,185
ELINK_8e6a9542aada,RELATIONSHIP,M4-FUNG-0004:R008,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,186
ELINK_73e578705a0c,CONFLICT,M4-FUNG-0004:U001,M4-FUNG-0004,S002,M4-FUNG-0004:S002,resolved,190
ELINK_1e561ab500ca,CONFLICT,M4-FUNG-0004:U001,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,190
ELINK_c94c2dcbaf16,CONFLICT,M4-FUNG-0004:U002,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,191
ELINK_8be0e9ca59f2,CONFLICT,M4-FUNG-0004:U002,M4-FUNG-0004,S003,M4-FUNG-0004:S003,resolved,191
ELINK_20838dbe87fc,CONFLICT,M4-FUNG-0004:U002,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,191
ELINK_7c3530030113,CONFLICT,M4-FUNG-0004:U003,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,192
ELINK_efc4c3113c2c,CONFLICT,M4-FUNG-0004:U003,M4-FUNG-0004,S006,M4-FUNG-0004:S006,resolved,192
ELINK_985c7ccdc207,CONFLICT,M4-FUNG-0004:U004,M4-FUNG-0004,S005,M4-FUNG-0004:S005,resolved,193
ELINK_6dc885121781,CONFLICT,M4-FUNG-0004:U005,M4-FUNG-0004,S001,M4-FUNG-0004:S001,resolved,194
ELINK_806f86a4e71a,CONFLICT,M4-FUNG-0004:U005,M4-FUNG-0004,S009,M4-FUNG-0004:S009,resolved,194
ELINK_21118949d383,CONFLICT,M4-FUNG-0004:U006,M4-FUNG-0004,S004,M4-FUNG-0004:S004,resolved,195
ELINK_ff17b5bc23a4,CONFLICT,M4-FUNG-0004:U006,M4-FUNG-0004,S011,M4-FUNG-0004:S011,resolved,195
ELINK_57c25535d58c,ASSERTION,M4-FUNG-0005:A17,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,17
ELINK_f6008b7c9354,ASSERTION,M4-FUNG-0005:A18,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,18
ELINK_8b18f16633da,ASSERTION,M4-FUNG-0005:A19,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,19
ELINK_096e2fa7ef18,ASSERTION,M4-FUNG-0005:A20,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,20
ELINK_39a6dc3ece6c,ASSERTION,M4-FUNG-0005:A21,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,21
ELINK_004e1a83c037,ASSERTION,M4-FUNG-0005:A22,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,22
ELINK_0b466d613da1,ASSERTION,M4-FUNG-0005:A23,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,23
ELINK_a3dda3b88d1f,ASSERTION,M4-FUNG-0005:A24,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,24
ELINK_18983cd4c007,ASSERTION,M4-FUNG-0005:A29,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,29
ELINK_381c0682d86b,ASSERTION,M4-FUNG-0005:A29,M4-FUNG-0005,S008,M4-FUNG-0005:S008,resolved,29
ELINK_350e11519da3,ASSERTION,M4-FUNG-0005:A29,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,29
ELINK_f2d58fba9c7a,ASSERTION,M4-FUNG-0005:A29,M4-FUNG-0005,S010,M4-FUNG-0005:S010,resolved,29
ELINK_cb13b934625b,ASSERTION,M4-FUNG-0005:A30,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,30
ELINK_cfa7aef0a5ed,ASSERTION,M4-FUNG-0005:A30,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,30
ELINK_7fdce55d1d38,ASSERTION,M4-FUNG-0005:A31,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,31
ELINK_25c841232061,ASSERTION,M4-FUNG-0005:A31,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,31
ELINK_87e3b47ebabf,ASSERTION,M4-FUNG-0005:A31,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,31
ELINK_cc3e57ae1e1d,ASSERTION,M4-FUNG-0005:A32,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,32
ELINK_46c780da02c1,ASSERTION,M4-FUNG-0005:A32,M4-FUNG-0005,S010,M4-FUNG-0005:S010,resolved,32
ELINK_f1a27d9530f0,ASSERTION,M4-FUNG-0005:A33,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,33
ELINK_b8ec88bd3dc5,BGC_FACET,M4-FUNG-0005:taxonomy.phylum:33,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,33
ELINK_8f0eec51d1dd,ASSERTION,M4-FUNG-0005:A34,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,34
ELINK_f9709801a4ff,BGC_FACET,M4-FUNG-0005:taxonomy.class:34,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,34
ELINK_20fac8b11fd0,ASSERTION,M4-FUNG-0005:A35,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,35
ELINK_bbad3f52ae81,BGC_FACET,M4-FUNG-0005:taxonomy.order:35,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,35
ELINK_fff152155755,ASSERTION,M4-FUNG-0005:A36,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,36
ELINK_46f461950412,BGC_FACET,M4-FUNG-0005:taxonomy.family:36,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,36
ELINK_2e0f43e2099f,ASSERTION,M4-FUNG-0005:A37,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,37
ELINK_7f494c9225bf,BGC_FACET,M4-FUNG-0005:taxonomy.genus:37,M4-FUNG-0005,S009,M4-FUNG-0005:S009,resolved,37
ELINK_04443b2642ba,ASSERTION,M4-FUNG-0005:A38,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,38
ELINK_6a1bef9818dc,ASSERTION,M4-FUNG-0005:A38,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,38
ELINK_d8ac4ca392c5,BGC_FACET,M4-FUNG-0005:organism.pathotype_or_ecotype:38,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,38
ELINK_25107028b955,BGC_FACET,M4-FUNG-0005:organism.pathotype_or_ecotype:38,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,38
ELINK_f3f9222e85d5,ASSERTION,M4-FUNG-0005:A39,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,39
ELINK_9c4d48820f12,ASSERTION,M4-FUNG-0005:A39,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,39
ELINK_89e4b541e6e8,BGC_FACET,M4-FUNG-0005:ecology.lifestyle:39,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,39
ELINK_2d442842a700,BGC_FACET,M4-FUNG-0005:ecology.lifestyle:39,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,39
ELINK_e53134c25de8,ASSERTION,M4-FUNG-0005:A40,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,40
ELINK_a51e3fb32e50,ASSERTION,M4-FUNG-0005:A40,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,40
ELINK_afebdf3c2c7f,BGC_FACET,M4-FUNG-0005:ecology.host_or_environment:40,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,40
ELINK_ecb05c0c926b,BGC_FACET,M4-FUNG-0005:ecology.host_or_environment:40,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,40
ELINK_c73c2c0187ce,ASSERTION,M4-FUNG-0005:A41,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,41
ELINK_c3306e52b917,ASSERTION,M4-FUNG-0005:A41,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,41
ELINK_d4fee756fd23,ASSERTION,M4-FUNG-0005:A45,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,45
ELINK_ec22a4aa8f95,ASSERTION,M4-FUNG-0005:A45,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,45
ELINK_1db509b9ccab,ASSERTION,M4-FUNG-0005:A46,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,46
ELINK_3737f400f62b,ASSERTION,M4-FUNG-0005:A47,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,47
ELINK_7f5d9e768a27,ASSERTION,M4-FUNG-0005:A48,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,48
ELINK_eef2c3171f04,ASSERTION,M4-FUNG-0005:A49,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,49
ELINK_e5275b74225e,BGC_FACET,M4-FUNG-0005:biosynthesis.database_class:49,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,49
ELINK_4bcdbbc3f84f,ASSERTION,M4-FUNG-0005:A50,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,50
ELINK_0a92710a5bc0,ASSERTION,M4-FUNG-0005:A50,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,50
ELINK_2baf249667b3,BGC_FACET,M4-FUNG-0005:biosynthesis.refined_class:50,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,50
ELINK_6f31461beddd,BGC_FACET,M4-FUNG-0005:biosynthesis.refined_class:50,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,50
ELINK_460475fa1614,ASSERTION,M4-FUNG-0005:A51,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,51
ELINK_04a22544cdb1,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,52
ELINK_8adcc5d69bb3,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,52
ELINK_11a56728b6d1,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,52
ELINK_2406dae76e31,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S011,M4-FUNG-0005:S011,resolved,52
ELINK_5afbe9cc1ea6,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S012,M4-FUNG-0005:S012,resolved,52
ELINK_474149fb26f9,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S013,M4-FUNG-0005:S013,resolved,52
ELINK_cc5510d327f6,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S014,M4-FUNG-0005:S014,resolved,52
ELINK_394bafb3ca6b,ASSERTION,M4-FUNG-0005:A52,M4-FUNG-0005,S015,M4-FUNG-0005:S015,resolved,52
ELINK_2a0219debeb8,ASSERTION,M4-FUNG-0005:A57,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,57
ELINK_b6c752095087,ASSERTION,M4-FUNG-0005:A57,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,57
ELINK_4d04b18d32bb,ASSERTION,M4-FUNG-0005:A57,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,57
ELINK_4e7ffbbb876c,ASSERTION,M4-FUNG-0005:A58,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,58
ELINK_4d1c399e6251,ASSERTION,M4-FUNG-0005:A58,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,58
ELINK_d00f30e31331,ASSERTION,M4-FUNG-0005:A58,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,58
ELINK_892e9a76ae67,ASSERTION,M4-FUNG-0005:A58,M4-FUNG-0005,S004,M4-FUNG-0005:S004,resolved,58
ELINK_e4ae7519513d,ASSERTION,M4-FUNG-0005:A62,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,62
ELINK_3b88edae15b9,BGC_FACET,M4-FUNG-0005:chemistry.product_family:62,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,62
ELINK_2c384b187045,ASSERTION,M4-FUNG-0005:A63,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,63
ELINK_89a583853476,ASSERTION,M4-FUNG-0005:A63,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,63
ELINK_3c44f7a3cadd,ASSERTION,M4-FUNG-0005:A63,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,63
ELINK_195f0497a9c3,BGC_FACET,M4-FUNG-0005:chemistry.primary_product:63,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,63
ELINK_19e09118932d,BGC_FACET,M4-FUNG-0005:chemistry.primary_product:63,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,63
ELINK_b2eae299f696,BGC_FACET,M4-FUNG-0005:chemistry.primary_product:63,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,63
ELINK_d462ea986304,ASSERTION,M4-FUNG-0005:A64,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,64
ELINK_604969138d20,ASSERTION,M4-FUNG-0005:A64,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,64
ELINK_d79afddacba0,ASSERTION,M4-FUNG-0005:A64,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,64
ELINK_05ef8a316328,ASSERTION,M4-FUNG-0005:A65,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,65
ELINK_a3ad192a3fd3,BGC_FACET,M4-FUNG-0005:chemistry.chemical_class:65,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,65
ELINK_9f3d89a3e2af,ASSERTION,M4-FUNG-0005:A66,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,66
ELINK_f6712499d91c,ASSERTION,M4-FUNG-0005:A66,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,66
ELINK_2cff7238bf14,BGC_FACET,M4-FUNG-0005:biology.biological_role:66,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,66
ELINK_a100545b42fd,BGC_FACET,M4-FUNG-0005:biology.biological_role:66,M4-FUNG-0005,S006,M4-FUNG-0005:S006,resolved,66
ELINK_d899176ac320,ASSERTION,M4-FUNG-0005:A67,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,67
ELINK_eb9e9dff5d48,ASSERTION,M4-FUNG-0005:A67,M4-FUNG-0005,S007,M4-FUNG-0005:S007,resolved,67
ELINK_2e28811e668b,ASSERTION,M4-FUNG-0005:A68,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,68
ELINK_e9ffa3e19338,ASSERTION,M4-FUNG-0005:A68,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,68
ELINK_69f0315e0d1f,ASSERTION,M4-FUNG-0005:A68,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,68
ELINK_7f9f98813070,BGC_FACET,M4-FUNG-0005:activation.native_pathway_state:68,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,68
ELINK_f188776745e2,BGC_FACET,M4-FUNG-0005:activation.native_pathway_state:68,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,68
ELINK_d1e3b754fbb2,BGC_FACET,M4-FUNG-0005:activation.native_pathway_state:68,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,68
ELINK_82ac425ac473,ASSERTION,M4-FUNG-0005:A69,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,69
ELINK_4f15adf2dd80,ASSERTION,M4-FUNG-0005:A69,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,69
ELINK_afee3e851428,ASSERTION,M4-FUNG-0005:A69,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,69
ELINK_3e6b996ce1ba,ASSERTION,M4-FUNG-0005:A70,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,70
ELINK_4576c57f36eb,BGC_FACET,M4-FUNG-0005:activation.extracellular_recovery:70,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,70
ELINK_3acecd9b1c1c,ASSERTION,M4-FUNG-0005:A71,M4-FUNG-0005,S001,M4-FUNG-0005:S001,resolved,71
ELINK_1c98f02cc016,ASSERTION,M4-FUNG-0005:A71,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,71
ELINK_0689bad302c7,ASSERTION,M4-FUNG-0005:A76,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,76
ELINK_80f3192472ca,ASSERTION,M4-FUNG-0005:A76,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,76
ELINK_7e5cdfb165b1,ASSERTION,M4-FUNG-0005:A76,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,76
ELINK_4e59beb3053d,ASSERTION,M4-FUNG-0005:A77,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,77
ELINK_b2838ca16b86,ASSERTION,M4-FUNG-0005:A77,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,77
ELINK_0bbcc09e73b3,BGC_FACET,M4-FUNG-0005:activation.productive_developmental_state:77,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,77
ELINK_eb5fc039d0bb,BGC_FACET,M4-FUNG-0005:activation.productive_developmental_state:77,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,77
ELINK_54bc1dddcf24,ASSERTION,M4-FUNG-0005:A78,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,78
ELINK_2ab192339aec,ASSERTION,M4-FUNG-0005:A78,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,78
ELINK_848ee7efdd02,ASSERTION,M4-FUNG-0005:A78,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,78
ELINK_94360383f04a,BGC_FACET,M4-FUNG-0005:activation.physiological_state:78,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,78
ELINK_b608aa3fe5f6,BGC_FACET,M4-FUNG-0005:activation.physiological_state:78,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,78
ELINK_090b576d01d5,BGC_FACET,M4-FUNG-0005:activation.physiological_state:78,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,78
ELINK_946156300e9e,ASSERTION,M4-FUNG-0005:A79,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,79
ELINK_6a44c9cdd7cb,ASSERTION,M4-FUNG-0005:A79,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,79
ELINK_0c941f5cc206,ASSERTION,M4-FUNG-0005:A79,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,79
ELINK_96d9f6984c66,BGC_FACET,M4-FUNG-0005:activation.environmental_trigger:79,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,79
ELINK_d75a1a4acfb4,BGC_FACET,M4-FUNG-0005:activation.environmental_trigger:79,M4-FUNG-0005,S003,M4-FUNG-0005:S003,resolved,79
ELINK_aa6d5b05c4fa,BGC_FACET,M4-FUNG-0005:activation.environmental_trigger:79,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,79
ELINK_6bb5aee01862,ASSERTION,M4-FUNG-0005:A81,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,81
ELINK_ae6b3916746a,ASSERTION,M4-FUNG-0005:A81,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,81
ELINK_c64915f13eb3,BGC_FACET,M4-FUNG-0005:activation.temporal_window:81,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,81
ELINK_0b89dac688a6,BGC_FACET,M4-FUNG-0005:activation.temporal_window:81,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,81
ELINK_57ee64494779,ASSERTION,M4-FUNG-0005:A83,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,83
ELINK_27caa6dd9301,ASSERTION,M4-FUNG-0005:A83,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,83
ELINK_f164a92dfe66,BGC_FACET,M4-FUNG-0005:activation.spatial_context:83,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,83
ELINK_a570f4911a48,BGC_FACET,M4-FUNG-0005:activation.spatial_context:83,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,83
ELINK_34df8efa7cae,ASSERTION,M4-FUNG-0005:A84,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,84
ELINK_d95978f779db,ASSERTION,M4-FUNG-0005:A84,M4-FUNG-0005,S005,M4-FUNG-0005:S005,resolved,84
ELINK_6f7a3e2fa06e,BGC_FACET,M4-FUNG-0005:activation.culture_architecture:84,M4-FUNG-0005,S002,M4-FUNG-0005:S002,resolved,84
