dossier_id,source_row,field,excluded_value_present,reason,source_ids
M4-FUNG-0003,95,gene_product_attribution,True,provenance_only,S003; S004; S006; S008; S009; S010
M4-FUNG-0003,96,complete_pathway_reconstruction,True,provenance_only,S001; S002; S003; S004; S006; S008; S009; S010
M4-FUNG-0003,98,major_database_problem,True,provenance_only,S001; S003; S004; S015; S016
M4-FUNG-0003,99,best_use_case_for_atlas,True,provenance_only,S001; S002; S003; S004; S006; S008; S009; S010
M4-FUNG-0003,100,overall_note,True,provenance_only,S001; S003; S004; S012; S013; S014; S015; S016; S017
M4-FUNG-0003,104,gene.legacy_support_annotation,True,provenance_only,S016
M4-FUNG-0003,105,gene.legacy_support_annotation,True,provenance_only,S002; S009
M4-FUNG-0003,106,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,107,gene.legacy_support_annotation,True,provenance_only,S002; S005
M4-FUNG-0003,108,gene.legacy_support_annotation,True,provenance_only,S002; S008
M4-FUNG-0003,109,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,110,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,111,gene.legacy_support_annotation,True,provenance_only,S002; S006; S007
M4-FUNG-0003,112,gene.legacy_support_annotation,True,provenance_only,S002; S010
M4-FUNG-0003,113,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,114,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,115,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,116,gene.legacy_support_annotation,True,provenance_only,S002; S006; S007
M4-FUNG-0003,117,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,118,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,119,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,120,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,121,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,122,gene.legacy_support_annotation,True,provenance_only,S002; S006; S007
M4-FUNG-0003,123,gene.legacy_support_annotation,True,provenance_only,S017
M4-FUNG-0003,124,gene.legacy_support_annotation,True,provenance_only,S002; S004
M4-FUNG-0003,125,gene.legacy_support_annotation,True,provenance_only,S012
M4-FUNG-0003,126,gene.legacy_support_annotation,True,provenance_only,S012
M4-FUNG-0003,127,gene.legacy_support_annotation,True,provenance_only,S014
M4-FUNG-0003,128,gene.legacy_support_annotation,True,provenance_only,S013
M4-FUNG-0003,129,gene.legacy_support_annotation,True,provenance_only,S015; S016
M4-FUNG-0003,130,gene.legacy_support_annotation,True,provenance_only,S002; S003
M4-FUNG-0003,131,gene.legacy_support_annotation,True,provenance_only,S002; S003
M4-FUNG-0003,132,gene.legacy_support_annotation,True,provenance_only,S002; S003
M4-FUNG-0003,136,metabolite.legacy_attribution_annotation,True,provenance_only,S003; S009
M4-FUNG-0003,137,metabolite.legacy_attribution_annotation,True,provenance_only,S003; S009
M4-FUNG-0003,138,metabolite.legacy_attribution_annotation,True,provenance_only,S003; S009
M4-FUNG-0003,139,metabolite.legacy_attribution_annotation,True,provenance_only,S003; S009
M4-FUNG-0003,175,claim.legacy_support_annotation,True,provenance_only,S002; S003; S004
M4-FUNG-0003,176,claim.legacy_support_annotation,True,provenance_only,S003
M4-FUNG-0003,177,claim.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0003,178,claim.legacy_support_annotation,True,provenance_only,S008
M4-FUNG-0003,179,claim.legacy_support_annotation,True,provenance_only,S008
M4-FUNG-0003,180,claim.legacy_support_annotation,True,provenance_only,S009
M4-FUNG-0003,181,claim.legacy_support_annotation,True,provenance_only,S010
M4-FUNG-0003,182,claim.legacy_support_annotation,True,provenance_only,S003; S004; S015; S016
M4-FUNG-0003,188,relationship.legacy_support_annotation,True,provenance_only,S002; S003; S004
M4-FUNG-0003,189,relationship.legacy_support_annotation,True,provenance_only,S003; S004; S015; S016
M4-FUNG-0003,190,relationship.legacy_support_annotation,True,provenance_only,S006; S007
M4-FUNG-0003,191,relationship.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0003,192,relationship.legacy_support_annotation,True,provenance_only,S008
M4-FUNG-0003,193,relationship.legacy_support_annotation,True,provenance_only,S009
M4-FUNG-0003,194,relationship.legacy_support_annotation,True,provenance_only,S010
M4-FUNG-0003,195,relationship.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0003,196,relationship.legacy_support_annotation,True,provenance_only,S015; S016
M4-FUNG-0004,7,schema_version,True,administrative_excluded,
M4-FUNG-0004,8,dossier_id,True,administrative_excluded,
M4-FUNG-0004,9,sheet_record_status,True,administrative_excluded,
M4-FUNG-0004,10,annotation_status,True,administrative_excluded,
M4-FUNG-0004,11,annotation_date,True,administrative_excluded,
M4-FUNG-0004,12,inference,False,administrative_excluded,
M4-FUNG-0004,13,last_reviewed_date,True,administrative_excluded,
M4-FUNG-0004,20,mibig_record_status,True,provenance_only,S001; S002
M4-FUNG-0004,21,source_native_category_value,True,provenance_only,S001; S002
M4-FUNG-0004,22,mibig_completeness,True,provenance_only,S001; S002
M4-FUNG-0004,25,primary_reference_source_id,True,provenance_only,
M4-FUNG-0004,57,boundary_confidence,True,provenance_only,S004
M4-FUNG-0004,58,pathway_identity_confidence,True,provenance_only,S004
M4-FUNG-0004,89,candidate_bgc_credibility,True,provenance_only,
M4-FUNG-0004,90,coordinated_transcription_evidence,True,provenance_only,S004
M4-FUNG-0004,91,biochemical_execution_evidence,True,provenance_only,
M4-FUNG-0004,92,product_formation_evidence,True,provenance_only,
M4-FUNG-0004,94,bgc_product_attribution,True,provenance_only,
M4-FUNG-0004,95,gene_product_attribution,True,provenance_only,S004
M4-FUNG-0004,96,complete_pathway_reconstruction,True,provenance_only,
M4-FUNG-0004,98,major_database_problem,True,provenance_only,S001; S004; S005; S006; S008
M4-FUNG-0004,99,best_use_case_for_atlas,True,provenance_only,S001; S004; S005; S006; S008
M4-FUNG-0004,100,overall_note,True,provenance_only,S001; S004; S005; S006; S008
M4-FUNG-0004,104,gene.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0004,105,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,106,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,107,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,108,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,109,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,110,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,111,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,112,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,113,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,114,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,115,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,116,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,117,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,118,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,119,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,120,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,121,gene.legacy_support_annotation,True,provenance_only,S001; S015
M4-FUNG-0004,122,gene.legacy_support_annotation,True,provenance_only,S001; S009
M4-FUNG-0004,123,gene.legacy_support_annotation,True,provenance_only,S001; S012
M4-FUNG-0004,124,gene.legacy_support_annotation,True,provenance_only,S001; S012
M4-FUNG-0004,125,gene.legacy_support_annotation,True,provenance_only,S001; S014
M4-FUNG-0004,126,gene.legacy_support_annotation,True,provenance_only,S001; S013
M4-FUNG-0004,130,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S003; S005; S006; S008
M4-FUNG-0004,131,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S005
M4-FUNG-0004,168,claim.legacy_support_annotation,True,provenance_only,S001; S002; S003; S005
M4-FUNG-0004,169,claim.legacy_support_annotation,True,provenance_only,S004
M4-FUNG-0004,170,claim.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0004,171,claim.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0004,172,claim.legacy_support_annotation,True,provenance_only,S008
M4-FUNG-0004,173,claim.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0004,179,relationship.legacy_support_annotation,True,provenance_only,S001; S002
M4-FUNG-0004,180,relationship.legacy_support_annotation,True,provenance_only,S001; S005
M4-FUNG-0004,181,relationship.legacy_support_annotation,True,provenance_only,S004
M4-FUNG-0004,182,relationship.legacy_support_annotation,True,provenance_only,S004
M4-FUNG-0004,183,relationship.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0004,184,relationship.legacy_support_annotation,True,provenance_only,S008
M4-FUNG-0004,185,relationship.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0004,186,relationship.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0005,7,schema_version,True,administrative_excluded,
M4-FUNG-0005,8,dossier_id,True,administrative_excluded,
M4-FUNG-0005,9,sheet_record_status,True,administrative_excluded,
M4-FUNG-0005,10,annotation_status,True,administrative_excluded,
M4-FUNG-0005,11,annotation_date,True,administrative_excluded,
M4-FUNG-0005,12,inference,False,administrative_excluded,
M4-FUNG-0005,13,last_reviewed_date,True,administrative_excluded,
M4-FUNG-0005,20,mibig_record_status,True,provenance_only,S001
M4-FUNG-0005,21,source_native_category_value,True,provenance_only,S001
M4-FUNG-0005,22,mibig_completeness,True,provenance_only,S001
M4-FUNG-0005,25,primary_reference_source_id,True,provenance_only,
M4-FUNG-0005,57,boundary_confidence,True,provenance_only,S001; S004; S006
M4-FUNG-0005,58,pathway_identity_confidence,True,provenance_only,S001; S002; S003; S004
M4-FUNG-0005,89,candidate_bgc_credibility,True,provenance_only,S001; S004; S006
M4-FUNG-0005,90,coordinated_transcription_evidence,True,provenance_only,S003; S005
M4-FUNG-0005,91,biochemical_execution_evidence,True,provenance_only,S002; S003; S005
M4-FUNG-0005,92,product_formation_evidence,True,provenance_only,S001; S002; S003; S005
M4-FUNG-0005,94,bgc_product_attribution,True,provenance_only,S001; S004; S006
M4-FUNG-0005,95,gene_product_attribution,True,provenance_only,S004; S011; S012; S013; S014; S015
M4-FUNG-0005,96,complete_pathway_reconstruction,True,provenance_only,
M4-FUNG-0005,98,major_database_problem,True,provenance_only,S001; S007; S008; S009; S010
M4-FUNG-0005,99,best_use_case_for_atlas,True,provenance_only,S002; S003; S005; S007
M4-FUNG-0005,100,overall_note,True,provenance_only,S001; S002; S003; S004; S005; S007
M4-FUNG-0005,104,gene.legacy_support_annotation,True,provenance_only,S001; S015
M4-FUNG-0005,105,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0005,106,gene.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0005,107,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,108,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,109,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,110,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,111,gene.legacy_support_annotation,True,provenance_only,S001; S003; S005
M4-FUNG-0005,112,gene.legacy_support_annotation,True,provenance_only,S001; S003
M4-FUNG-0005,113,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,114,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,115,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,116,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,117,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,118,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,119,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,120,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,121,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,122,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,123,gene.legacy_support_annotation,True,provenance_only,S001; S005; S014
M4-FUNG-0005,124,gene.legacy_support_annotation,True,provenance_only,S001; S006
M4-FUNG-0005,125,gene.legacy_support_annotation,True,provenance_only,S001; S011
M4-FUNG-0005,126,gene.legacy_support_annotation,True,provenance_only,S001; S011
M4-FUNG-0005,127,gene.legacy_support_annotation,True,provenance_only,S001; S013
M4-FUNG-0005,128,gene.legacy_support_annotation,True,provenance_only,S001; S012
M4-FUNG-0005,132,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S002; S003; S005
M4-FUNG-0005,133,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S002; S003; S005
M4-FUNG-0005,171,claim.legacy_support_annotation,True,provenance_only,S001; S002; S004
M4-FUNG-0005,172,claim.legacy_support_annotation,True,provenance_only,S002
M4-FUNG-0005,173,claim.legacy_support_annotation,True,provenance_only,S003
M4-FUNG-0005,174,claim.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0005,175,claim.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0005,176,claim.legacy_support_annotation,True,provenance_only,S004
M4-FUNG-0005,177,claim.legacy_support_annotation,True,provenance_only,S007; S008
M4-FUNG-0005,182,relationship.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0005,183,relationship.legacy_support_annotation,True,provenance_only,S007; S008
M4-FUNG-0005,184,relationship.legacy_support_annotation,True,provenance_only,S001; S002; S003; S005
M4-FUNG-0005,185,relationship.legacy_support_annotation,True,provenance_only,S002
M4-FUNG-0005,186,relationship.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0005,187,relationship.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0005,188,relationship.legacy_support_annotation,True,provenance_only,S004
M4-FUNG-0006,7,schema_version,True,administrative_excluded,
M4-FUNG-0006,8,dossier_id,True,administrative_excluded,
M4-FUNG-0006,9,sheet_record_status,True,administrative_excluded,
M4-FUNG-0006,10,annotation_status,True,administrative_excluded,
M4-FUNG-0006,11,annotation_date,True,administrative_excluded,
M4-FUNG-0006,12,inference,False,administrative_excluded,
M4-FUNG-0006,13,last_reviewed_date,True,administrative_excluded,
M4-FUNG-0006,20,mibig_record_status,True,provenance_only,S001
M4-FUNG-0006,21,source_native_category_value,True,provenance_only,S001
M4-FUNG-0006,22,mibig_completeness,True,provenance_only,S001
M4-FUNG-0006,25,primary_reference_source_id,True,provenance_only,
M4-FUNG-0006,57,boundary_confidence,True,provenance_only,S001; S004; S005
M4-FUNG-0006,58,pathway_identity_confidence,True,provenance_only,S001; S003; S004; S005; S006
M4-FUNG-0006,89,candidate_bgc_credibility,True,provenance_only,S001; S004; S005
M4-FUNG-0006,90,coordinated_transcription_evidence,True,provenance_only,S006
M4-FUNG-0006,91,biochemical_execution_evidence,True,provenance_only,S005; S006; S007; S008; S010
M4-FUNG-0006,92,product_formation_evidence,True,provenance_only,S001; S003; S005; S006
M4-FUNG-0006,94,bgc_product_attribution,True,provenance_only,S001; S004; S005
M4-FUNG-0006,95,gene_product_attribution,True,provenance_only,S008; S009; S010
M4-FUNG-0006,96,complete_pathway_reconstruction,True,provenance_only,
M4-FUNG-0006,98,major_database_problem,True,provenance_only,S001; S004; S005
M4-FUNG-0006,99,best_use_case_for_atlas,True,provenance_only,S005; S006; S008; S009; S010
M4-FUNG-0006,100,overall_note,True,provenance_only,S004; S005; S006; S008; S010
M4-FUNG-0006,104,gene.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0006,105,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,106,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,107,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,108,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,109,gene.legacy_support_annotation,True,provenance_only,S001; S008; S009
M4-FUNG-0006,110,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,111,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,112,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,113,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,114,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,115,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,116,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,117,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,118,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,119,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,120,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,121,gene.legacy_support_annotation,True,provenance_only,S001; S004; S007
M4-FUNG-0006,122,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,123,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,124,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,125,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,126,gene.legacy_support_annotation,True,provenance_only,S001; S004
M4-FUNG-0006,130,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S003; S005; S006; S008; S010
M4-FUNG-0006,131,metabolite.legacy_attribution_annotation,True,provenance_only,S001; S005; S008
M4-FUNG-0006,168,claim.legacy_support_annotation,True,provenance_only,S001; S003; S005; S006
M4-FUNG-0006,169,claim.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0006,170,claim.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0006,171,claim.legacy_support_annotation,True,provenance_only,S008; S009
M4-FUNG-0006,172,claim.legacy_support_annotation,True,provenance_only,S010
M4-FUNG-0006,173,claim.legacy_support_annotation,True,provenance_only,S004; S005
M4-FUNG-0006,174,claim.legacy_support_annotation,True,provenance_only,S005; S006; S007; S008; S010
M4-FUNG-0006,179,relationship.legacy_support_annotation,True,provenance_only,S001
M4-FUNG-0006,180,relationship.legacy_support_annotation,True,provenance_only,S002
M4-FUNG-0006,181,relationship.legacy_support_annotation,True,provenance_only,S001; S003; S005; S006
M4-FUNG-0006,182,relationship.legacy_support_annotation,True,provenance_only,S006
M4-FUNG-0006,183,relationship.legacy_support_annotation,True,provenance_only,S008; S009
M4-FUNG-0006,184,relationship.legacy_support_annotation,True,provenance_only,S010
M4-FUNG-0006,185,relationship.legacy_support_annotation,True,provenance_only,S004; S005
M4-FUNG-0006,186,relationship.legacy_support_annotation,True,provenance_only,S005
M4-FUNG-0007,7,schema_version,True,administrative_excluded,
M4-FUNG-0007,8,dossier_id,True,administrative_excluded,
